hgnc_symbol,ensembl_gene_id
DNTTIP1,ENSG00000101457
DOCK2,ENSG00000134516
DOCK6,ENSG00000130158
DOCK8,ENSG00000107099
DOCK9-DT,ENSG00000260992
DOK2,ENSG00000147443
DOK4,ENSG00000125170
DOP1B,ENSG00000142197
DPH6,ENSG00000134146
DPM1,ENSG00000000419
DPP8,ENSG00000074603
DPPA2,ENSG00000163530
DPPA3,ENSG00000187569
DPPA5,ENSG00000203909
DPRXP4,ENSG00000291714
DPY19L2P3,ENSG00000227855
DPYSL2,ENSG00000092964
DRAIC,ENSG00000245750
DRGX,ENSG00000165606
DRP2,ENSG00000102385
DSCAML1,ENSG00000177103
DSP,ENSG00000096696
DSTN,ENSG00000125868
DTD2,ENSG00000129480
DTX1,ENSG00000135144
DTX3,ENSG00000178498
DUOXA2,ENSG00000140274
DUS3L,ENSG00000141994
DUSP1,ENSG00000120129
DUSP15,ENSG00000149599
DUSP18,ENSG00000167065
DUSP21,ENSG00000189037
DUSP5,ENSG00000138166
DVL1,ENSG00000107404
DYNC1LI1,ENSG00000144635
DYNC2I1,ENSG00000126870
DYNLRB1,ENSG00000125971
DYRK1A,ENSG00000157540
DYRK1B,ENSG00000281320
E2F6,ENSG00000169016
EAF1,ENSG00000144597
EBF3,ENSG00000108001
EBF4,ENSG00000088881
ECEL1,ENSG00000171551
ECH1,ENSG00000282853
ECRG4,ENSG00000119147
ECSCR,ENSG00000288297
EDARADD,ENSG00000186197
EDC4,ENSG00000038358
EDDM3A,ENSG00000181562
EDIL3,ENSG00000164176
EDN2,ENSG00000127129
EEF1A1P5,ENSG00000196205
EEF1A1P9,ENSG00000249264
EEF1AKMT4-ECE2,ENSG00000284917
EEF1B2P5,ENSG00000225121
EEF1D,ENSG00000273594
EEF1DP3,ENSG00000229715
EEF1E1-BLOC1S5,ENSG00000265818
EEF2K,ENSG00000284161
EEFSEC,ENSG00000132394
EEIG1,ENSG00000167106
EEIG2,ENSG00000162636
EFCAB11,ENSG00000140025
EFHC2,ENSG00000183690
EFHD2,ENSG00000142634
EFNB2,ENSG00000125266
EFR3A,ENSG00000132294
EFR3B,ENSG00000084710
EGFR,ENSG00000146648
EGOT,ENSG00000235947
EGR2,ENSG00000122877
EHHADH,ENSG00000113790
EID3,ENSG00000255150
EIF2A,ENSG00000144895
EIF2AK1,ENSG00000086232
EIF2AK4,ENSG00000128829
EIF2S3B,ENSG00000180574
EIF3C,ENSG00000184110
EIF3FP3,ENSG00000233426
EIF3M,ENSG00000149100
EIF4A1P2,ENSG00000235001
EIF4A2P4,ENSG00000224781
EIF4BP6,ENSG00000197258
EIF4ENIF1,ENSG00000184708
EIF4G2,ENSG00000110321
EIF4HP1,ENSG00000233830
EIF5A,ENSG00000288145
ELANE,ENSG00000277571
ELL3,ENSG00000128886
ELMO1,ENSG00000155849
ELOA-AS1,ENSG00000236810
ELOVL3,ENSG00000119915
ELP4,ENSG00000109911
ELP6,ENSG00000163832
EMC4,ENSG00000128463
EMCN,ENSG00000164035
EMD,ENSG00000102119
EMILIN1,ENSG00000138080
EML3,ENSG00000149499
EML6,ENSG00000214595
EMP2,ENSG00000213853
EMP3,ENSG00000142227
EMSY,ENSG00000158636
EMX2OS,ENSG00000229847
ENAH,ENSG00000154380
ENAM,ENSG00000132464
ENDOV,ENSG00000173818
ENO2,ENSG00000111674
ENOX2,ENSG00000165675
ENPP6,ENSG00000164303
ENTPD4,ENSG00000197217
EOLA1-DT,ENSG00000241769
EOLA2,ENSG00000197021
EOLA2-DT,ENSG00000235703
EP300,ENSG00000100393
EP300-AS1,ENSG00000231993
EPB41L1,ENSG00000088367
EPHA8,ENSG00000070886
EPHB1,ENSG00000154928
EPHB2,ENSG00000133216
EPN1,ENSG00000063245
EPS15P1,ENSG00000242948
EPYC,ENSG00000083782
ERAP1,ENSG00000164307
ERBIN,ENSG00000112851
ERCC1,ENSG00000012061
ERCC4,ENSG00000175595
ERCC5,ENSG00000134899
ERCC6L2-AS1,ENSG00000175611
ERG,ENSG00000157554
ERH,ENSG00000100632
ERI2,ENSG00000196678
ERI3,ENSG00000117419
ERLIN1,ENSG00000107566
ERO1A,ENSG00000197930
ERO1B,ENSG00000086619
ERP27,ENSG00000139055
ERP44,ENSG00000023318
ERRFI1,ENSG00000116285
ERVH48-1,ENSG00000233056
ERVV-2,ENSG00000268964
ESPL1,ENSG00000135476
ESPN,ENSG00000187017
ESR1,ENSG00000091831
ESRRA,ENSG00000173153
ESRRB,ENSG00000119715
ETAA1,ENSG00000143971
ETFA,ENSG00000140374
ETFBKMT,ENSG00000139160
ETFRF1,ENSG00000205707
ETS1,ENSG00000134954
ETS2,ENSG00000157557
ETV4,ENSG00000175832
EVA1B,ENSG00000142694
EVI5L,ENSG00000142459
EVX2,ENSG00000174279
EXD3,ENSG00000187609
EXOC3L1,ENSG00000179044
EXOC6,ENSG00000138190
EXOG,ENSG00000157036
EXOSC1,ENSG00000171311
EXOSC6,ENSG00000223496
EYA1,ENSG00000104313
EYS,ENSG00000188107
F13B,ENSG00000291998
F2RL2,ENSG00000164220
FAAH2,ENSG00000165591
FABP4,ENSG00000170323
FABP7,ENSG00000164434
FADS1,ENSG00000149485
FAF2,ENSG00000113194
FAHD2CP,ENSG00000231584
FAM106C,ENSG00000288235
FAM107A,ENSG00000168309
FAM110A,ENSG00000125898
FAM110B,ENSG00000169122
FAM117B,ENSG00000138439
FAM131B,ENSG00000159784
FAM136BP,ENSG00000232654
FAM138F,ENSG00000282591
FAM163A,ENSG00000143340
FAM167A-AS1,ENSG00000285275
FAM169A,ENSG00000198780
FAM182A,ENSG00000125804
FAM184B,ENSG00000047662
FAM185A,ENSG00000222011
FAM199X,ENSG00000123575
FAM218A,ENSG00000250486
FAM222A,ENSG00000139438
FAM222A-AS1,ENSG00000255650
FAM222B,ENSG00000173065
FAM224B,ENSG00000230663
FAM229A,ENSG00000225828
FAM230I,ENSG00000274657
FAM27C,ENSG00000231527
FAM27E5,ENSG00000178130
FAM3B,ENSG00000183844
FAM41C,ENSG00000230368
FAM47C,ENSG00000198173
FAM47E-STBD1,ENSG00000272414
FAM50A,ENSG00000071859
FAM53B-AS1,ENSG00000233334
FAM66D,ENSG00000292281
FAM72C,ENSG00000263513
FAM76A,ENSG00000009780
FAM76B,ENSG00000077458
FAM83C,ENSG00000125998
FAM86C1P,ENSG00000158483
FAM86HP,ENSG00000253540
FAM8A1,ENSG00000137414
FAM91A1,ENSG00000176853
FANCA,ENSG00000187741
FANCG,ENSG00000221829
FANCL,ENSG00000115392
FAR2P1,ENSG00000292146
FAS,ENSG00000026103
FASLG,ENSG00000117560
FASTK,ENSG00000164896
FASTKD1,ENSG00000138399
FASTKD3,ENSG00000124279
FASTKD5,ENSG00000215251
FAT1,ENSG00000083857
FAT3,ENSG00000165323
FAXDC2,ENSG00000170271
FBL,ENSG00000280548
FBLIM1,ENSG00000162458
FBLN1,ENSG00000077942
FBN2,ENSG00000138829
FBP1,ENSG00000165140
FBP2,ENSG00000130957
FBRS,ENSG00000156860
FBRSL1,ENSG00000112787
FBXL15,ENSG00000107872
FBXL18,ENSG00000155034
FBXL3,ENSG00000005812
FBXO11,ENSG00000138081
FBXO22,ENSG00000167196
FBXO9,ENSG00000112146
FBXW12,ENSG00000164049
FCGRT,ENSG00000104870
FCMR,ENSG00000162894
FCSK,ENSG00000157353
FDPSP2,ENSG00000233980
FEM1B,ENSG00000169018
FENDRR,ENSG00000268388
FER,ENSG00000151422
FERMT1,ENSG00000101311
FERMT2,ENSG00000073712
FERMT3,ENSG00000149781
FEZ2,ENSG00000171055
FEZF2,ENSG00000153266
FFAR4,ENSG00000186188
FGD3,ENSG00000127084
FGD4,ENSG00000139132
FGF12,ENSG00000114279
FGF13,ENSG00000129682
FGF21,ENSG00000105550
FGF22,ENSG00000070388
FGFBP1,ENSG00000137440
FGFRL1,ENSG00000127418
FGGY,ENSG00000172456
FGL1,ENSG00000104760
FH,ENSG00000091483
FHAD1,ENSG00000142621
FHIP1A-DT,ENSG00000251611
FHIT,ENSG00000189283
FHL1,ENSG00000022267
FIBP,ENSG00000172500
FICD,ENSG00000198855
FIGNL2,ENSG00000261308
FIRRM,ENSG00000000460
FITM2,ENSG00000197296
FKBP1B,ENSG00000119782
FKBP2,ENSG00000173486
FKBP4,ENSG00000004478
FKRP,ENSG00000181027
FLI1,ENSG00000151702
FLNB-AS1,ENSG00000244161
FLVCR2,ENSG00000119686
FMC1,ENSG00000164898
FMNL1,ENSG00000184922
FMO3,ENSG00000007933
FMR1NB,ENSG00000176988
FN3KRP,ENSG00000141560
FNDC3A,ENSG00000102531
FNDC3B,ENSG00000075420
FNDC8,ENSG00000073598
FOLR2,ENSG00000165457
FOSL1,ENSG00000175592
FOXCUT,ENSG00000280916
FOXD4,ENSG00000170122
FOXJ3,ENSG00000198815
FOXL2NB,ENSG00000206262
FOXN2,ENSG00000170802
FOXO3,ENSG00000118689
FOXO6,ENSG00000281518
FOXR1,ENSG00000176302
FPGS,ENSG00000136877
FPGT,ENSG00000254685
FRAT1,ENSG00000165879
FREM1,ENSG00000164946
FREM2,ENSG00000150893
FRG1-DT,ENSG00000280716
FRG1JP,ENSG00000215548
FRK,ENSG00000111816
FRMD4B,ENSG00000114541
FRMD5,ENSG00000171877
FRMD8,ENSG00000126391
FRMPD1,ENSG00000070601
FRRS1,ENSG00000156869
FRZB,ENSG00000162998
FST,ENSG00000134363
FTCDNL1,ENSG00000226124
FTH1,ENSG00000167996
FTH1P12,ENSG00000213362
FTH1P8,ENSG00000219507
FTX,ENSG00000230590
FUNDC1,ENSG00000069509
FUNDC2,ENSG00000165775
FURIN,ENSG00000140564
FUT8,ENSG00000033170
FXR2,ENSG00000129245
FZD8,ENSG00000177283
G3BP1,ENSG00000145907
G3BP2,ENSG00000138757
GABRA5,ENSG00000186297
GABRB2,ENSG00000145864
GADL1,ENSG00000144644
GAGE2E,ENSG00000275113
GAL3ST2,ENSG00000276126
GALM,ENSG00000143891
GALNS,ENSG00000141012
GALNT17,ENSG00000185274
GALNT3,ENSG00000115339
GALNT8,ENSG00000130035
GALP,ENSG00000197487
GALR1,ENSG00000166573
GAMT,ENSG00000130005
GAPDHP60,ENSG00000248180
GARIN3,ENSG00000170613
GARIN5B,ENSG00000180043
GART,ENSG00000159131
GAS1RR,ENSG00000226237
GAS2,ENSG00000148935
GAS5-AS1,ENSG00000270084
GAS6,ENSG00000183087
GAS8-AS1,ENSG00000221819
GASK1A,ENSG00000144649
GATA6,ENSG00000141448
GATB,ENSG00000059691
GATC,ENSG00000257218
GATD1,ENSG00000177225
GATD3,ENSG00000160221
GBA2,ENSG00000070610
GBF1,ENSG00000107862
GBP7,ENSG00000213512
GBX2,ENSG00000168505
GC,ENSG00000145321
GCAT,ENSG00000100116
GCFC2,ENSG00000005436
GCKR,ENSG00000084734
GCLC,ENSG00000001084
GCLM,ENSG00000023909
GCNA,ENSG00000147174
GCNT1,ENSG00000187210
GCSH,ENSG00000291958
GDAP1L1,ENSG00000124194
GDF5-AS1,ENSG00000204183
GDI2,ENSG00000057608
GDPD1,ENSG00000153982
GDPD2,ENSG00000130055
GDPD5,ENSG00000158555
GEMIN6,ENSG00000152147
GFER,ENSG00000291944
GFPT2,ENSG00000131459
GFRA2,ENSG00000168546
GFUS,ENSG00000104522
GGN,ENSG00000179168
GGT7,ENSG00000131067
GGT8P,ENSG00000236969
GHDC,ENSG00000167925
GHRHR,ENSG00000106128
GIGYF1,ENSG00000146830
GIMAP1,ENSG00000213203
GIMAP4,ENSG00000133574
GIMAP5,ENSG00000196329
GIMAP8,ENSG00000171115
GINS3,ENSG00000181938
GIP,ENSG00000159224
GIPR,ENSG00000010310
GIT1,ENSG00000108262
GJA1,ENSG00000152661
GJB1,ENSG00000169562
GJB7,ENSG00000164411
GJC2,ENSG00000198835
GJD2,ENSG00000159248
GK-AS1,ENSG00000243055
GK5,ENSG00000175066
GLI4,ENSG00000250571
GLIPR1,ENSG00000139278
GLMN,ENSG00000174842
GLP1R,ENSG00000112164
GLRA3,ENSG00000145451
GLRX2,ENSG00000023572
GLRX3,ENSG00000108010
GLRXP3,ENSG00000118990
GLTPP1,ENSG00000255138
GLUD2,ENSG00000288118
GLYCAM1,ENSG00000257780
GLYCTK,ENSG00000168237
GMCL1,ENSG00000087338
GMDS,ENSG00000112699
GMNN,ENSG00000112312
GMPR,ENSG00000137198
GMPSP1,ENSG00000250471
GNA14-AS1,ENSG00000231373
GNAO1,ENSG00000087258
GNB1,ENSG00000078369
GNB1-DT,ENSG00000231050
GNB1L,ENSG00000185838
GNG12-AS1,ENSG00000232284
GNL3,ENSG00000163938
GNPDA2,ENSG00000163281
GNRH1,ENSG00000147437
GNRHR2,ENSG00000211451
GOLGA2P5,ENSG00000238105
GOLGA2P6,ENSG00000241621
GOLGA6A,ENSG00000159289
GOLGA6L5P,ENSG00000291637
GOLGB1,ENSG00000173230
GOLM2,ENSG00000166734
GOSR1,ENSG00000108587
GOSR2,ENSG00000108433
GOT2,ENSG00000125166
GPANK1,ENSG00000204438
GPAT4,ENSG00000158669
GPATCH4,ENSG00000292251
GPBP1,ENSG00000062194
GPBP1L1,ENSG00000159592
GPC1,ENSG00000063660
GPC3,ENSG00000147257
GPD2,ENSG00000115159
GPIHBP1,ENSG00000277494
GPKOW,ENSG00000068394
GPN2,ENSG00000142751
GPR101,ENSG00000165370
GPR132,ENSG00000183484
GPR148,ENSG00000173302
GPR152,ENSG00000175514
GPR176,ENSG00000166073
GPR18,ENSG00000125245
GPR26,ENSG00000154478
GPR31,ENSG00000120436
GPR61,ENSG00000156097
GPR63,ENSG00000112218
GPR78,ENSG00000155269
GPRASP1,ENSG00000198932
GPRIN1,ENSG00000169258
GPRIN2,ENSG00000204175
GPRIN3,ENSG00000185477
GPSM1,ENSG00000160360
GPT2,ENSG00000166123
GRAMD1C,ENSG00000178075
GREB1,ENSG00000196208
GREM2,ENSG00000180875
GRIA4,ENSG00000152578
GRIK3,ENSG00000163873
GRIP2,ENSG00000144596
GRIPAP1,ENSG00000292219
GRK3,ENSG00000100077
GRK4,ENSG00000125388
GRK6,ENSG00000198055
GRM1,ENSG00000152822
GRXCR1,ENSG00000215203
GSDMB,ENSG00000073605
GSDMC,ENSG00000285114
GSG1L,ENSG00000169181
GSK3A,ENSG00000105723
GSN-AS1,ENSG00000235865
GSTA3,ENSG00000174156
GSTA5,ENSG00000182793
GSTA7P,ENSG00000237674
GSTM5,ENSG00000134201
GSX1,ENSG00000169840
GTF2H2C,ENSG00000183474
GTF2IRD1,ENSG00000006704
GTPBP10,ENSG00000105793
GTPBP6,ENSG00000292358
GTPBP8,ENSG00000163607
GUCA1B,ENSG00000112599
GUCA1C,ENSG00000138472
GUCA2B,ENSG00000044012
GUCY1A1,ENSG00000164116
GUCY1B1,ENSG00000061918
GUF1,ENSG00000151806
GUK1,ENSG00000143774
GUSBP4,ENSG00000239650
GUSBP5,ENSG00000236296
GYG2,ENSG00000056998
GYPC,ENSG00000136732
GZF1,ENSG00000125812
GZMH,ENSG00000100450
H1-10,ENSG00000184897
H1-5,ENSG00000184357
H1-6,ENSG00000187475
H2AB3,ENSG00000277745
H2AC13,ENSG00000196747
H2AC16,ENSG00000276903
H2AC20,ENSG00000184260
H2AC7,ENSG00000196866
H2AC8,ENSG00000277075
H2ACP1,ENSG00000223383
H2AP,ENSG00000187516
H2AX,ENSG00000188486
H2BC10,ENSG00000278588
H2BC13,ENSG00000185130
H2BC14,ENSG00000273703
H2BC15,ENSG00000233822
H2BC3,ENSG00000276410
H2BW1,ENSG00000123569
H3-3A,ENSG00000163041
H3-3B,ENSG00000132475
H3-4,ENSG00000285435
H3C14,ENSG00000203811
H3C6,ENSG00000274750
H4C12,ENSG00000273542
H4C13,ENSG00000275126
H4C9,ENSG00000276180
H6PD,ENSG00000049239
HABP2,ENSG00000148702
HACD1,ENSG00000165996
HAPLN1,ENSG00000145681
HAPLN4,ENSG00000187664
HAPSTR1,ENSG00000182831
HAR1B,ENSG00000231133
HARS2,ENSG00000112855
HAS2-AS1,ENSG00000248690
HAUS6,ENSG00000147874
HAVCR1,ENSG00000113249
HBA1,ENSG00000206172
HBBP1,ENSG00000229988
HCAR1,ENSG00000196917
HCG17,ENSG00000236729
HCG25,ENSG00000231037
HCG27,ENSG00000238148
HCLS1,ENSG00000180353
HCN4,ENSG00000138622
HCST,ENSG00000126264
HDAC1,ENSG00000116478
HDAC3,ENSG00000171720
HDAC8,ENSG00000147099
HDC,ENSG00000140287
HDDC2,ENSG00000111906
HDDC3,ENSG00000184508
HDGFL1,ENSG00000112273
HDGFL3,ENSG00000166503
HDLBP,ENSG00000115677
HECTD3,ENSG00000126107
HECW1,ENSG00000002746
HELLS,ENSG00000119969
HEPACAM2,ENSG00000188175
HERC2P10,ENSG00000259845
HERC2P2,ENSG00000280787
HERC2P4,ENSG00000230267
HERPUD1,ENSG00000051108
HERPUD2-AS1,ENSG00000271122
HES1,ENSG00000114315
HES2,ENSG00000069812
HES3,ENSG00000173673
HEXIM2,ENSG00000168517
HEYL,ENSG00000163909
HFE,ENSG00000010704
HFM1,ENSG00000162669
HHIP,ENSG00000164161
HHLA2,ENSG00000114455
HID1,ENSG00000167861
HIF1AN,ENSG00000166135
HIF3A,ENSG00000124440
HIGD2A,ENSG00000146066
HIGD2B,ENSG00000175202
HILPDA,ENSG00000135245
HINT3,ENSG00000111911
HIRIP3,ENSG00000149929
HIVEP3,ENSG00000127124
HK2-DT,ENSG00000272711
HK3,ENSG00000160883
HLA-DMA,ENSG00000204257
HLA-DOA,ENSG00000232957
HLA-DQB1,ENSG00000231939
HLA-DRB1,ENSG00000229074
HLA-DRB4,ENSG00000227357
HLA-F,ENSG00000204642
HLA-G,ENSG00000276051
HLCS,ENSG00000159267
HMGA1P2,ENSG00000248641
HMGA1P8,ENSG00000233155
HMGB1P37,ENSG00000213467
HMGB3P27,ENSG00000267132
HMGCLL1,ENSG00000146151
HMGCS1,ENSG00000112972
HMGN1P30,ENSG00000235028
HMGN2P46,ENSG00000179362
HMGN4,ENSG00000292175
HMGXB3,ENSG00000113716
HMGXB4,ENSG00000100281
HMMR-AS1,ENSG00000251018
HNF1A,ENSG00000135100
HNF1A-AS1,ENSG00000241388
HNRNPA1,ENSG00000135486
HNRNPA1L2,ENSG00000139675
HNRNPA1P36,ENSG00000231942
HNRNPA1P51,ENSG00000283305
HNRNPA3P1,ENSG00000226790
HNRNPC,ENSG00000092199
HNRNPH2,ENSG00000126945
HNRNPL,ENSG00000282947
HNRNPLL,ENSG00000143889
HOXA-AS2,ENSG00000253552
HOXA4,ENSG00000197576
HOXB5,ENSG00000120075
HOXB8,ENSG00000120068
HOXC10,ENSG00000180818
HOXC12,ENSG00000123407
HOXC6,ENSG00000197757
HOXD13,ENSG00000128714
HOXD9,ENSG00000128709
HP,ENSG00000257017
HP1BP3,ENSG00000127483
HPCA,ENSG00000121905
HPGD,ENSG00000164120
HPN-AS1,ENSG00000227392
HPS4,ENSG00000100099
HPS6,ENSG00000166189
HR,ENSG00000168453
HRH1,ENSG00000196639
HRH2,ENSG00000113749
HRH4,ENSG00000134489
HS3ST4,ENSG00000182601
HS3ST5,ENSG00000249853
HS6ST2,ENSG00000171004
HS6ST3,ENSG00000185352
HSBP1L1,ENSG00000226742
HSD11B1L,ENSG00000167733
HSD17B10,ENSG00000072506
HSD17B14,ENSG00000087076
HSD3B2,ENSG00000203859
HSDL1,ENSG00000103160
HSF1,ENSG00000284774
HSF2BP,ENSG00000160207
HSP90AB3P,ENSG00000183199
HSPB1P1,ENSG00000236060
HSPE1,ENSG00000115541
HTR1B,ENSG00000135312
HTR2B,ENSG00000135914
HTR2C,ENSG00000147246
HTR3A,ENSG00000166736
HTR3B,ENSG00000149305
HTR3E,ENSG00000186038
HTR4,ENSG00000164270
HTR7,ENSG00000148680
HTT,ENSG00000197386
HUNK,ENSG00000142149
HUWE1,ENSG00000086758
HYLS1,ENSG00000198331
IAH1,ENSG00000134330
IBSP,ENSG00000029559
ICA1,ENSG00000003147
ICAM1,ENSG00000090339
ICAM3,ENSG00000076662
ICAM4,ENSG00000105371
ICE1,ENSG00000164151
ID1,ENSG00000125968
IDI2-AS1,ENSG00000232656
IER5,ENSG00000162783
IFIT1B,ENSG00000204010
IFIT2,ENSG00000119922
IFIT5,ENSG00000152778
IFITM10,ENSG00000281618
IFITM2,ENSG00000185201
IFNA10,ENSG00000186803
IFNA17,ENSG00000234829
IFNA4,ENSG00000236637
IFNA8,ENSG00000120242
IFNGR1,ENSG00000027697
IFNGR2,ENSG00000159128
IFNL1,ENSG00000291872
IFRD1,ENSG00000006652
IFT25,ENSG00000081870
IFT46,ENSG00000118096
IGF2BP3,ENSG00000136231
IGFBP1,ENSG00000146678
IGFL2-AS1,ENSG00000268621
IGFL3,ENSG00000188624
IGFL4,ENSG00000204869
IGHG1,ENSG00000277633
IGHG3,ENSG00000282184
IGHG4,ENSG00000277016
IGHV3-15,ENSG00000211943
IGIP,ENSG00000182700
IGKV1D-13,ENSG00000276566
IGKV1D-27,ENSG00000224607
IGKV3-20,ENSG00000282402
IL10RB-DT,ENSG00000223799
IL11RA,ENSG00000137070
IL13RA1,ENSG00000131724
IL15,ENSG00000164136
IL17RE,ENSG00000163701
IL1RL2,ENSG00000115598
IL21-AS1,ENSG00000227145
IL22RA2,ENSG00000164485
IL23A,ENSG00000110944
IL23R,ENSG00000162594
IL25,ENSG00000166090
IL26,ENSG00000111536
IL33,ENSG00000137033
IL5,ENSG00000113525
IL6-AS1,ENSG00000179428
IL7,ENSG00000104432
ILKAP,ENSG00000132323
IMMT,ENSG00000132305
IMPACT,ENSG00000154059
IMPG1,ENSG00000112706
INAFM1,ENSG00000257704
ING5,ENSG00000168395
INHBA-AS1,ENSG00000224116
INHBE,ENSG00000139269
INO80B,ENSG00000115274
INPP5B,ENSG00000204084
INPP5D,ENSG00000281614
INS-IGF2,ENSG00000129965
INTS10,ENSG00000104613
INTS4P2,ENSG00000273024
INTS6-AS1,ENSG00000236778
IP6K2,ENSG00000068745
IP6K3,ENSG00000161896
IPCEF1,ENSG00000074706
IPO11,ENSG00000086200
IPO7P2,ENSG00000225674
IQANK1,ENSG00000203499
IQCJ,ENSG00000214216
IQCJ-SCHIP1,ENSG00000283154
IQCN,ENSG00000130518
IQSEC1,ENSG00000144711
IRAG1,ENSG00000072952
IRF2,ENSG00000168310
IRF2BP1,ENSG00000170604
IRF6,ENSG00000117595
IRF7,ENSG00000276561
IRGQ,ENSG00000167378
IRX2-DT,ENSG00000186493
IRX4,ENSG00000113430
IRX5,ENSG00000176842
ISCA1,ENSG00000135070
ISCA2,ENSG00000165898
ISCU,ENSG00000136003
ISG20L2,ENSG00000143319
ISM2,ENSG00000100593
ISY1,ENSG00000240682
ISYNA1,ENSG00000105655
ITFG2,ENSG00000111203
ITGA11,ENSG00000137809
ITGA7,ENSG00000135424
ITGAV,ENSG00000138448
ITGB1,ENSG00000150093
ITGB3,ENSG00000259207
ITGB6,ENSG00000115221
ITGBL1,ENSG00000198542
ITIH1,ENSG00000055957
ITK,ENSG00000113263
ITPA,ENSG00000125877
ITPK1-AS1,ENSG00000258730
ITPKC,ENSG00000086544
ITSN1,ENSG00000205726
IVL,ENSG00000163207
IYD,ENSG00000009765
JADE2,ENSG00000043143
JADE3,ENSG00000102221
JAG1,ENSG00000101384
JAK3,ENSG00000105639
JAML,ENSG00000160593
JARID2,ENSG00000008083
JAZF1,ENSG00000153814
JCHAIN,ENSG00000132465
JKAMP,ENSG00000050130
JMJD1C-AS1,ENSG00000272767
JPH2,ENSG00000149596
JPH3,ENSG00000154118
JRK,ENSG00000234616
JUP,ENSG00000173801
KANK3,ENSG00000186994
KBTBD11,ENSG00000273645
KBTBD13,ENSG00000234438
KCMF1,ENSG00000176407
KCNA5,ENSG00000130037
KCNB2,ENSG00000182674
KCNE2,ENSG00000159197
KCNE3,ENSG00000175538
KCNE4,ENSG00000152049
KCNF1,ENSG00000162975
KCNG1,ENSG00000026559
KCNG3,ENSG00000171126
KCNH2,ENSG00000055118
KCNH3,ENSG00000135519
KCNH4,ENSG00000089558
KCNH5,ENSG00000140015
KCNH8,ENSG00000183960
KCNJ12,ENSG00000184185
KCNJ2,ENSG00000123700
KCNJ3,ENSG00000162989
KCNJ4,ENSG00000168135
KCNJ8,ENSG00000121361
KCNK1,ENSG00000135750
KCNK4,ENSG00000182450
KCNK9,ENSG00000169427
KCNMA1,ENSG00000156113
KCNMB3,ENSG00000171121
KCNN1,ENSG00000105642
KCNQ2,ENSG00000281151
KCNRG,ENSG00000198553
KCNS1,ENSG00000124134
KCTD10,ENSG00000110906
KCTD13,ENSG00000174943
KCTD17,ENSG00000100379
KCTD2,ENSG00000180901
KCTD3,ENSG00000136636
KCTD5,ENSG00000167977
KCTD9,ENSG00000104756
KDELR1,ENSG00000105438
KDM3A,ENSG00000115548
KDM4B,ENSG00000127663
KDM6A,ENSG00000147050
KDM7A,ENSG00000006459
KERA,ENSG00000139330
KHDRBS1,ENSG00000121774
KIAA0319,ENSG00000137261
KIAA0319L,ENSG00000142687
KIAA1586,ENSG00000168116
KIAA1614-AS1,ENSG00000232586
KIAA2013,ENSG00000116685
KIF11,ENSG00000138160
KIF14,ENSG00000118193
KIF18B,ENSG00000186185
KIF1A,ENSG00000130294
KIF20A,ENSG00000112984
KIF24,ENSG00000186638
KIF2B,ENSG00000141200
KIF3B,ENSG00000101350
KIF6,ENSG00000164627
KIFBP,ENSG00000198954
KIR2DL2,ENSG00000278692
KIR2DS1,ENSG00000284150
KIR2DS2,ENSG00000277885
KIR3DL1,ENSG00000283731
KIR3DL3,ENSG00000284086
KIR3DS1,ENSG00000283889
KIRREL3-AS2,ENSG00000254960
KISS1R,ENSG00000116014
KIT,ENSG00000157404
KLC1,ENSG00000126214
KLC3,ENSG00000104892
KLC4,ENSG00000137171
KLF17,ENSG00000171872
KLF2,ENSG00000127528
KLF3,ENSG00000109787
KLF8,ENSG00000102349
KLHDC1,ENSG00000197776
KLHDC7A,ENSG00000179023
KLHL23,ENSG00000213160
KLHL32,ENSG00000186231
KLHL40,ENSG00000157119
KLHL41,ENSG00000239474
KLHL9,ENSG00000198642
KLK1,ENSG00000167748
KLK4,ENSG00000167749
KLK8,ENSG00000129455
KLRB1,ENSG00000111796
KLRC4,ENSG00000183542
KLRG2,ENSG00000188883
KMO,ENSG00000117009
KMT2B,ENSG00000272333
KMT2E-AS1,ENSG00000239569
KMT5B,ENSG00000110066
KPNA6,ENSG00000025800
KPNA7,ENSG00000284068
KRBOX4,ENSG00000147121
KRI1,ENSG00000129347
KRR1,ENSG00000111615
KRT1,ENSG00000167768
KRT10,ENSG00000186395
KRT13,ENSG00000171401
KRT16,ENSG00000186832
KRT18P28,ENSG00000176855
KRT24,ENSG00000167916
KRT25,ENSG00000204897
KRT35,ENSG00000197079
KRT73,ENSG00000186049
KRT79,ENSG00000185640
KRT8P47,ENSG00000271647
KRTAP1-1,ENSG00000262808
KRTAP10-2,ENSG00000205445
KRTAP13-4,ENSG00000186971
KRTAP19-1,ENSG00000184351
KRTAP19-7,ENSG00000244362
KRTAP20-2,ENSG00000184032
KRTAP22-1,ENSG00000186924
KRTAP24-1,ENSG00000188694
KRTAP4-4,ENSG00000292041
KRTAP5-7,ENSG00000244411
KRTAP5-8,ENSG00000241233
KRTAP5-9,ENSG00000254997
KRTCAP2,ENSG00000163463
KTN1,ENSG00000126777
KYAT3,ENSG00000137944
L1CAM,ENSG00000198910
LACC1,ENSG00000179630
LACTB,ENSG00000103642
LACTB2-AS1,ENSG00000246366
LAD1,ENSG00000159166
LAIR2,ENSG00000274084
LALBA,ENSG00000167531
