target_set,overlap_size,target_set_size,hit_list_size,universe_size,p_value,overlap_hits,fdr
BOLL,1,63,138,13176,0.4856697366819983,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
ZFP62,0,46,138,13176,1.0,"",1.0
OTX2,0,90,138,13176,1.0,"",1.0
FLT1,2,291,138,13176,0.8127199243517524,"Nintedanib_3.82_J18_plate_41002878,Glycerol_3.34_P22_plate_41002889",1.0
LSAMP,0,16,138,13176,1.0,"",1.0
BTN3A2,1,45,138,13176,0.3778624634650871,Disulfiram_3.82_I17_plate_41002692,1.0
CLDN6,1,60,138,13176,0.46908615608088705,5-Azacytidine_2.86_I02_plate_41002951,1.0
COL2A1,0,62,138,13176,1.0,"",1.0
ZNF703,0,45,138,13176,1.0,"",1.0
CCN5,0,57,138,13176,1.0,"",1.0
TMC5,0,29,138,13176,1.0,"",1.0
TAP1,0,61,138,13176,1.0,"",1.0
TENT5B,1,59,138,13176,0.4634411826267809,Disulfiram_3.82_I17_plate_41002692,1.0
SIVA1,0,48,138,13176,1.0,"",1.0
POMGNT2,0,32,138,13176,1.0,"",1.0
OMA1,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
TUBB2B,5,197,138,13176,0.056171860619171,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692,Estramustine_3.82_N13_plate_41002693",1.0
MARS1,1,45,138,13176,0.3778624634650871,Glycerol_3.34_P22_plate_41002889,1.0
GPR108,0,16,138,13176,1.0,"",1.0
RSPO4,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
P3H3,1,61,138,13176,0.47467216633255205,Disulfiram_3.82_I17_plate_41002692,1.0
RNF185,0,31,138,13176,1.0,"",1.0
PRRC2B,0,32,138,13176,1.0,"",1.0
DDIAS,0,46,138,13176,1.0,"",1.0
HTR7,4,705,138,13176,0.9419923180435987,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
SDC4,0,59,138,13176,1.0,"",1.0
NFAT5,0,32,138,13176,1.0,"",1.0
PRTG,0,45,138,13176,1.0,"",1.0
DCN,0,94,138,13176,1.0,"",1.0
PGRMC2,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
MAPKAPK5,0,32,138,13176,1.0,"",1.0
RAB3C,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
DRAM1,1,89,138,13176,0.6094601225020597,Disulfiram_3.82_I17_plate_41002692,1.0
POP1,0,32,138,13176,1.0,"",1.0
USP18,0,62,138,13176,1.0,"",1.0
CBX8,0,32,138,13176,1.0,"",1.0
NYNRIN,0,30,138,13176,1.0,"",1.0
PRDM11,0,32,138,13176,1.0,"",1.0
PIP,0,30,138,13176,1.0,"",1.0
PPP1R18,0,47,138,13176,1.0,"",1.0
TCF7,0,61,138,13176,1.0,"",1.0
CAMKK1,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
EFL1,0,46,138,13176,1.0,"",1.0
ZNF624,0,46,138,13176,1.0,"",1.0
TRARG1,0,32,138,13176,1.0,"",1.0
KDELR2,0,30,138,13176,1.0,"",1.0
CSF2,2,135,138,13176,0.414435001476196,"Triclosan_3.82_F22_plate_41002946,Triclosan_3.82_D24_plate_41002877",1.0
ELAVL3,0,48,138,13176,1.0,"",1.0
PDPK1,1,105,138,13176,0.6704199100216062,Glycerol_3.34_P22_plate_41002889,1.0
ELAVL2,0,16,138,13176,1.0,"",1.0
ZCCHC8,0,30,138,13176,1.0,"",1.0
B3GNT9,0,32,138,13176,1.0,"",1.0
ATP8A1,0,47,138,13176,1.0,"",1.0
TKT,0,45,138,13176,1.0,"",1.0
TTC19,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
CLK2,0,46,138,13176,1.0,"",1.0
DSCC1,0,46,138,13176,1.0,"",1.0
KCNH2,5,583,138,13176,0.7364650315373613,"Astemizole_3.82_E10_plate_41002878,Ciprofloxacin_3.82_M08_plate_41002947,Astemizole_3.34_J02_plate_41002889,Cyclosporin A_3.34_P19_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878",1.0
PTCH1,1,137,138,13176,0.7654261213084218,Azathioprine_3.34_D21_plate_41002701,1.0
RBP4,0,75,138,13176,1.0,"",1.0
CALU,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
CTDSPL2,0,14,138,13176,1.0,"",1.0
AFF2,0,16,138,13176,1.0,"",1.0
LRTOMT,1,78,138,13176,0.5611817867206136,Glycerol_3.34_P22_plate_41002889,1.0
GPR176,4,398,138,13176,0.6032243029789444,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
ACVR1,1,109,138,13176,0.6841210453832496,Glycerol_3.34_P22_plate_41002889,1.0
NDUFS7,1,30,138,13176,0.27109701643053735,Metformin_3.34_J22_plate_41002701,1.0
MAP3K6,0,64,138,13176,1.0,"",1.0
CEP350,0,32,138,13176,1.0,"",1.0
DNAJA4,1,61,138,13176,0.47467216633255205,Disulfiram_3.82_I17_plate_41002692,1.0
MB21D2,0,46,138,13176,1.0,"",1.0
OR7E13P,0,31,138,13176,1.0,"",1.0
SH3KBP1,0,61,138,13176,1.0,"",1.0
PPM1A,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
MYT1,0,31,138,13176,1.0,"",1.0
SRP68,1,48,138,13176,0.39727353315756336,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
BEGAIN,0,30,138,13176,1.0,"",1.0
PRKCB,0,91,138,13176,1.0,"",1.0
GABRA3,0,242,138,13176,1.0,"",1.0
PSMB9,3,63,138,13176,0.028286134787539937,"Carfilzomib_2.36_P05_plate_41002886,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
SLC22A8,6,1000,138,13176,0.9557849745385372,"Baricitinib_3.34_N13_plate_41002701,Ketoprofen_3.82_K03_plate_41002897,Furosemide_3.82_E01_plate_41002946,Artesunate_3.34_O23_plate_41002890,Melatonin_3.82_D16_plate_41002692,Ivosidenib_3.34_D19_plate_41002893",1.0
NGEF,0,46,138,13176,1.0,"",1.0
E2F5,0,60,138,13176,1.0,"",1.0
CNTNAP3,0,45,138,13176,1.0,"",1.0
C3orf52,1,73,138,13176,0.5373215488085691,Disulfiram_3.82_I17_plate_41002692,1.0
ZNF436,0,60,138,13176,1.0,"",1.0
GABRA4,0,257,138,13176,1.0,"",1.0
HAGH,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
MYOG,0,31,138,13176,1.0,"",1.0
CYB561D2,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
CYP8B1,4,152,138,13176,0.07557348374556866,"Cyclosporin A_3.34_P19_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878,Glycerol_3.34_P22_plate_41002889,Atazanavir_3.82_B10_plate_41002896",1.0
LAMA5,0,62,138,13176,1.0,"",1.0
CDKN1C,1,152,138,13176,0.8000467074377745,Disulfiram_3.82_I17_plate_41002692,1.0
PUM2,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
STK32C,0,16,138,13176,1.0,"",1.0
TGFB1,2,272,138,13176,0.7818693087360329,"Melatonin_3.82_D16_plate_41002692,Erlotinib_1.43_J23_plate_41002703",1.0
DOCK8,0,47,138,13176,1.0,"",1.0
FPR1,1,76,138,13176,0.5517879224758316,Cyclosporin A_3.34_P19_plate_41002701,1.0
DEDD2,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
LGI1,0,46,138,13176,1.0,"",1.0
RRAS,1,107,138,13176,0.6773426673512546,Disulfiram_3.82_I17_plate_41002692,1.0
CDK5R1,2,119,138,13176,0.3549069497258088,"Disulfiram_3.82_I17_plate_41002692,Metformin_3.34_J22_plate_41002701",1.0
KIF1A,0,16,138,13176,1.0,"",1.0
SLC47A1,7,542,138,13176,0.3404891716504136,"Metformin_3.34_J22_plate_41002701,Ciprofloxacin_3.82_M08_plate_41002947,Mitoxantrone_1.82_D06_plate_41002882,Mitoxantrone_1.43_D11_plate_41002703,Pexidartinib_1.43_L07_plate_41002703,Levofloxacin_3.82_P18_plate_41002878,Pexidartinib_3.34_D19_plate_41002892",1.0
KIFAP3,0,46,138,13176,1.0,"",1.0
AHCYL2,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
BET1L,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
CMTM8,0,31,138,13176,1.0,"",1.0
CORO7,0,16,138,13176,1.0,"",1.0
DNAJB4,0,61,138,13176,1.0,"",1.0
CKS2,0,75,138,13176,1.0,"",1.0
CNR2,5,521,138,13176,0.64154065481106,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
BMPR1B,0,125,138,13176,1.0,"",1.0
MIR27A,0,43,138,13176,1.0,"",1.0
FBXL20,0,32,138,13176,1.0,"",1.0
FMO3,2,245,138,13176,0.7304941768172918,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
KCMF1,0,30,138,13176,1.0,"",1.0
ZFP36L2,0,90,138,13176,1.0,"",1.0
UPP1,1,107,138,13176,0.6773426673512546,Glycerol_3.34_P22_plate_41002889,1.0
MEF2A,1,88,138,13176,0.6052983848113481,Cyclosporin A_3.34_P19_plate_41002701,1.0
MT-CO3,0,47,138,13176,1.0,"",1.0
FAM163A,0,30,138,13176,1.0,"",1.0
PSMD8,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
COL9A3,0,59,138,13176,1.0,"",1.0
ARHGAP29,0,121,138,13176,1.0,"",1.0
LINC00265,0,47,138,13176,1.0,"",1.0
PLPP3,0,61,138,13176,1.0,"",1.0
ITGA3,1,106,138,13176,0.6738995253851606,Disulfiram_3.82_I17_plate_41002692,1.0
CETN3,0,48,138,13176,1.0,"",1.0
LDHD,2,94,138,13176,0.2584760808646076,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SLC6A4,2,332,138,13176,0.8664393616502548,"Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
PSCA,0,31,138,13176,1.0,"",1.0
CAMTA2,0,31,138,13176,1.0,"",1.0
IL17RC,0,32,138,13176,1.0,"",1.0
SCT,0,78,138,13176,1.0,"",1.0
TENM1,0,32,138,13176,1.0,"",1.0
SAC3D1,0,46,138,13176,1.0,"",1.0
SNHG7,0,46,138,13176,1.0,"",1.0
ZNF287,0,46,138,13176,1.0,"",1.0
ITPRIPL2,0,46,138,13176,1.0,"",1.0
RPL23,1,30,138,13176,0.27109701643053735,Disulfiram_3.82_I17_plate_41002692,1.0
EFEMP1,1,135,138,13176,0.7603814694947946,Disulfiram_3.82_I17_plate_41002692,1.0
NOL4L,0,61,138,13176,1.0,"",1.0
TM4SF5,0,16,138,13176,1.0,"",1.0
DAGLA,0,61,138,13176,1.0,"",1.0
SPRED2,0,30,138,13176,1.0,"",1.0
KLK10,0,59,138,13176,1.0,"",1.0
USP43,1,44,138,13176,0.3712551847178332,Cyclosporin A_3.34_P19_plate_41002701,1.0
PODN,0,32,138,13176,1.0,"",1.0
SLC39A10,0,45,138,13176,1.0,"",1.0
PDIA3,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
OGFOD1,1,77,138,13176,0.556509545887919,Glycerol_3.34_P22_plate_41002889,1.0
CD7,0,32,138,13176,1.0,"",1.0
EPAS1,0,76,138,13176,1.0,"",1.0
CYP4A11,1,121,138,13176,0.7219225341641713,Lusutrombopag_3.82_I19_plate_41002878,1.0
MTNR1A,1,168,138,13176,0.8313969199606075,Melatonin_3.82_D16_plate_41002692,1.0
FDXR,0,60,138,13176,1.0,"",1.0
GBP1,0,47,138,13176,1.0,"",1.0
BICRAL,0,46,138,13176,1.0,"",1.0
GMDS,0,31,138,13176,1.0,"",1.0
H2BW2,0,45,138,13176,1.0,"",1.0
REN,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
TMEM132D,0,32,138,13176,1.0,"",1.0
CCDC59,1,46,138,13176,0.38440080632106327,Disulfiram_3.82_I17_plate_41002692,1.0
MPPE1,1,30,138,13176,0.27109701643053735,Disulfiram_3.82_I17_plate_41002692,1.0
TMEM154,0,45,138,13176,1.0,"",1.0
RBPMS,0,62,138,13176,1.0,"",1.0
NUDT19,0,46,138,13176,1.0,"",1.0
LEP,0,63,138,13176,1.0,"",1.0
ISCU,0,62,138,13176,1.0,"",1.0
IDH3G,0,32,138,13176,1.0,"",1.0
CCDC144BP,0,31,138,13176,1.0,"",1.0
GGT7,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
PIK3CB,1,73,138,13176,0.5373215488085691,Metformin_3.34_J22_plate_41002701,1.0
RGPD1,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
FOSB,1,58,138,13176,0.4577366281739692,Disulfiram_3.82_I17_plate_41002692,1.0
H1-0,0,181,138,13176,1.0,"",1.0
PAX8,0,61,138,13176,1.0,"",1.0
LMNB1,0,61,138,13176,1.0,"",1.0
TMEM79,0,31,138,13176,1.0,"",1.0
COL6A3,1,74,138,13176,0.5421944501490569,Cyclosporin A_3.34_P19_plate_41002701,1.0
GABRP,0,301,138,13176,1.0,"",1.0
TRIM29,0,62,138,13176,1.0,"",1.0
BOK,0,30,138,13176,1.0,"",1.0
RET,0,227,138,13176,1.0,"",1.0
FNDC1,0,45,138,13176,1.0,"",1.0
CACNA1H,0,212,138,13176,1.0,"",1.0
TEAD4,2,78,138,13176,0.1967470017704313,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
STARD10,0,30,138,13176,1.0,"",1.0
ASIC3,0,60,138,13176,1.0,"",1.0
CDKN1A,7,699,138,13176,0.6030321149516742,"Bortezomib_1.43_O21_plate_41002945,Erlotinib_1.43_J23_plate_41002703,Bortezomib_0.95_N08_plate_41002875,5-Azacytidine_2.86_I02_plate_41002951,Fludarabine_2.36_N13_plate_41002955,Cyclosporin A_3.34_P19_plate_41002701,Melatonin_3.82_D16_plate_41002692",1.0
PSMC3,0,44,138,13176,1.0,"",1.0
PURG,0,46,138,13176,1.0,"",1.0
SNED1,0,16,138,13176,1.0,"",1.0
SLC1A1,0,73,138,13176,1.0,"",1.0
GLI2,0,60,138,13176,1.0,"",1.0
ISL1,0,90,138,13176,1.0,"",1.0
PODXL,0,151,138,13176,1.0,"",1.0
GGTLC2,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
DVL2,0,48,138,13176,1.0,"",1.0
GSTM1,2,212,138,13176,0.654299108098817,"Cyclosporin A_3.34_P19_plate_41002701,Azathioprine_3.34_D21_plate_41002701",1.0
RAX2,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
C9orf72,0,45,138,13176,1.0,"",1.0
CDC16,1,59,138,13176,0.4634411826267809,Metformin_3.34_J22_plate_41002701,1.0
CSNK2A1,2,138,138,13176,0.42530389180132844,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
EXO1,1,62,138,13176,0.48019982481872137,Fludarabine_2.36_N13_plate_41002955,1.0
PLVAP,0,16,138,13176,1.0,"",1.0
MSH6,0,45,138,13176,1.0,"",1.0
CTSO,0,63,138,13176,1.0,"",1.0
RPUSD3,0,32,138,13176,1.0,"",1.0
SLC46A1,1,77,138,13176,0.556509545887919,Sulfasalazine_3.34_O23_plate_41002701,1.0
YARS2,0,32,138,13176,1.0,"",1.0
ERFE,0,32,138,13176,1.0,"",1.0
CAV3,0,44,138,13176,1.0,"",1.0
F2RL1,0,136,138,13176,1.0,"",1.0
TMT1A,0,150,138,13176,1.0,"",1.0
PCSK1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
COL20A1,0,31,138,13176,1.0,"",1.0
PLEKHA6,0,61,138,13176,1.0,"",1.0
SLC27A1,0,48,138,13176,1.0,"",1.0
BUB1,0,135,138,13176,1.0,"",1.0
RGR,4,383,138,13176,0.5726833367914534,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
CACNA2D1,3,271,138,13176,0.5427165828696631,"Cyclosporin A_3.34_P19_plate_41002701,Amlodipine_3.82_N07_plate_41002897,Amlodipine_3.34_C02_plate_41002892",1.0
INSR,3,139,138,13176,0.1787035362613264,"Ceritinib_3.34_D18_plate_41002889,Metformin_3.34_J22_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
NSMF,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
RNF125,0,45,138,13176,1.0,"",1.0
CMPK2,1,90,138,13176,0.6135782934422834,Glycerol_3.34_P22_plate_41002889,1.0
RPS12,0,16,138,13176,1.0,"",1.0
HP,1,75,138,13176,0.5470163983920299,Cyclosporin A_3.34_P19_plate_41002701,1.0
GNAQ,0,45,138,13176,1.0,"",1.0
FCGR2A,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
LINC01003,0,46,138,13176,1.0,"",1.0
ATXN7L3,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
ZFP91,0,63,138,13176,1.0,"",1.0
TAC3,0,46,138,13176,1.0,"",1.0
SLC2A3,0,166,138,13176,1.0,"",1.0
MRAS,0,90,138,13176,1.0,"",1.0
CSMD2,0,45,138,13176,1.0,"",1.0
RYR2,0,47,138,13176,1.0,"",1.0
ZNF518A,0,47,138,13176,1.0,"",1.0
GAP43,0,75,138,13176,1.0,"",1.0
SPINK5,0,45,138,13176,1.0,"",1.0
PLCE1,0,59,138,13176,1.0,"",1.0
CEP78,1,46,138,13176,0.38440080632106327,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TRABD2A,0,47,138,13176,1.0,"",1.0
TNFRSF14,0,46,138,13176,1.0,"",1.0
SHC3,0,60,138,13176,1.0,"",1.0
JSRP1,1,30,138,13176,0.27109701643053735,Disulfiram_3.82_I17_plate_41002692,1.0
CTHRC1,0,77,138,13176,1.0,"",1.0
CYP26A1,0,165,138,13176,1.0,"",1.0
HNRNPD,1,77,138,13176,0.556509545887919,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TNNT1,0,61,138,13176,1.0,"",1.0
SLC35C1,0,47,138,13176,1.0,"",1.0
UNC5A,0,30,138,13176,1.0,"",1.0
DACT2,0,32,138,13176,1.0,"",1.0
CCL20,3,210,138,13176,0.3778255408055189,"Cyclosporin A_3.34_P19_plate_41002701,5-Aminosalicylic Acid_3.82_P23_plate_41002877,Melatonin_3.82_D16_plate_41002692",1.0
PSMC6,0,16,138,13176,1.0,"",1.0
VGLL3,0,76,138,13176,1.0,"",1.0
TGFB1I1,0,61,138,13176,1.0,"",1.0
SPPL2A,0,30,138,13176,1.0,"",1.0
TMEM178B,0,15,138,13176,1.0,"",1.0
GRM6,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
TRPS1,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
AIF1L,0,31,138,13176,1.0,"",1.0
BAG5,1,91,138,13176,0.6176533504119434,Glycerol_3.34_P22_plate_41002889,1.0
ASB7,0,32,138,13176,1.0,"",1.0
PHKA1,0,47,138,13176,1.0,"",1.0
HOXB9,1,59,138,13176,0.4634411826267809,Cyclosporin A_3.34_P19_plate_41002701,1.0
GPBP1L1,0,30,138,13176,1.0,"",1.0
UGT1A6,1,176,138,13176,0.8451897807858761,Mycophenolate Mofetil_3.34_J19_plate_41002701,1.0
FUT9,0,58,138,13176,1.0,"",1.0
SPOCK1,0,62,138,13176,1.0,"",1.0
SH2D4A,0,48,138,13176,1.0,"",1.0
ADAM15,0,32,138,13176,1.0,"",1.0
MPZL1,0,64,138,13176,1.0,"",1.0
SUPT4H1,1,30,138,13176,0.27109701643053735,Disulfiram_3.82_I17_plate_41002692,1.0
SEC13,0,16,138,13176,1.0,"",1.0
TLNRD1,0,47,138,13176,1.0,"",1.0
MST1,1,46,138,13176,0.38440080632106327,Cyclosporin A_3.34_P19_plate_41002701,1.0
EPCAM,0,75,138,13176,1.0,"",1.0
JAKMIP3,0,16,138,13176,1.0,"",1.0
BDKRB1,5,581,138,13176,0.7337086750750109,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
LYPD6,0,30,138,13176,1.0,"",1.0
HIBCH,1,77,138,13176,0.556509545887919,Glycerol_3.34_P22_plate_41002889,1.0
CYB5R3,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
MIR200B,0,29,138,13176,1.0,"",1.0
HNRNPA1,1,32,138,13176,0.28632057245144965,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
MED23,0,75,138,13176,1.0,"",1.0
PTPRN2,0,46,138,13176,1.0,"",1.0
ZZEF1,0,16,138,13176,1.0,"",1.0
FOXC2,0,43,138,13176,1.0,"",1.0
ZKSCAN7,0,31,138,13176,1.0,"",1.0
DCLK3,0,62,138,13176,1.0,"",1.0
EPB41L4A,0,45,138,13176,1.0,"",1.0
EMP3,0,77,138,13176,1.0,"",1.0
RAB11FIP1,0,48,138,13176,1.0,"",1.0
ITIH4,2,61,138,13176,0.13392554098098985,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
GRID2IP,0,16,138,13176,1.0,"",1.0
PTGES,2,121,138,13176,0.3624754429328139,"Triclosan_3.82_F22_plate_41002946,Triclosan_3.82_D24_plate_41002877",1.0
IGSF1,0,46,138,13176,1.0,"",1.0
STK32A,0,46,138,13176,1.0,"",1.0
GLS,1,93,138,13176,0.6256759102500924,Glycerol_3.34_P22_plate_41002889,1.0
SCN4A,0,349,138,13176,1.0,"",1.0
ABCB4,5,199,138,13176,0.058165160623117156,"Etravirine_3.82_M10_plate_41002897,Atazanavir_3.82_B10_plate_41002896,Cyclosporin A_3.34_P19_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878,Etravirine_3.82_E23_plate_41002693",1.0
RPL39L,0,30,138,13176,1.0,"",1.0
RBMS2,0,29,138,13176,1.0,"",1.0
HLA-DPA1,1,136,138,13176,0.7629171153202461,Ketoprofen_3.82_K03_plate_41002897,1.0
SMIM7,0,32,138,13176,1.0,"",1.0
CUL1,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
COL9A1,0,46,138,13176,1.0,"",1.0
SPDEF,0,45,138,13176,1.0,"",1.0
CAPN1,0,32,138,13176,1.0,"",1.0
PRDX3,2,108,138,13176,0.3127885183045498,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SAP30,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
RUNX1T1,1,75,138,13176,0.5470163983920299,Cyclosporin A_3.34_P19_plate_41002701,1.0
PRKX,2,61,138,13176,0.13392554098098985,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
BRIX1,0,47,138,13176,1.0,"",1.0
MYRIP,0,29,138,13176,1.0,"",1.0
OVOL1,0,45,138,13176,1.0,"",1.0
CDK2,2,195,138,13176,0.608837946958212,"Metformin_3.34_J22_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
BLNK,0,45,138,13176,1.0,"",1.0
YDJC,0,32,138,13176,1.0,"",1.0
CYRIA,0,61,138,13176,1.0,"",1.0
HLA-DMB,0,148,138,13176,1.0,"",1.0
DNER,0,75,138,13176,1.0,"",1.0
RALGDS,1,61,138,13176,0.47467216633255205,Cyclosporin A_3.34_P19_plate_41002701,1.0
UGT1A9,3,573,138,13176,0.9428749205010685,"Artesunate_3.34_O23_plate_41002890,Mycophenolate Mofetil_3.34_J19_plate_41002701,Entacapone_3.82_A15_plate_41002693",1.0
TIMELESS,0,44,138,13176,1.0,"",1.0
CYCS,3,169,138,13176,0.26062117648624594,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Melatonin_3.82_D16_plate_41002692",1.0
EPB41L4B,0,61,138,13176,1.0,"",1.0
HDAC6,0,78,138,13176,1.0,"",1.0
AGBL3,1,48,138,13176,0.39727353315756336,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
CACNA2D3,2,93,138,13176,0.2545902183104741,"Amlodipine_3.82_N07_plate_41002897,Amlodipine_3.34_C02_plate_41002892",1.0
TRAF7,2,46,138,13176,0.08363703494617729,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
FOXK2,0,45,138,13176,1.0,"",1.0
CUL3,0,75,138,13176,1.0,"",1.0
ZBTB9,0,47,138,13176,1.0,"",1.0
MFSD5,0,45,138,13176,1.0,"",1.0
WDR59,0,46,138,13176,1.0,"",1.0
SNX31,0,16,138,13176,1.0,"",1.0
GRINA,0,48,138,13176,1.0,"",1.0
ACBD4,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
CBR4,0,48,138,13176,1.0,"",1.0
PSMD7,0,48,138,13176,1.0,"",1.0
CYP11A1,1,231,138,13176,0.9140295382064111,Terbinafine_3.34_G18_plate_41002957,1.0
POLR3E,0,30,138,13176,1.0,"",1.0
GBGT1,0,45,138,13176,1.0,"",1.0
COTL1,0,76,138,13176,1.0,"",1.0
AGPAT2,0,16,138,13176,1.0,"",1.0
WNT9A,0,47,138,13176,1.0,"",1.0
SCNN1G,0,75,138,13176,1.0,"",1.0
MMD,0,48,138,13176,1.0,"",1.0
ACAT1,2,62,138,13176,0.13748499867623679,"Sulfasalazine_3.34_O23_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
CEACAM1,1,122,138,13176,0.724861997227009,Glycerol_3.34_P22_plate_41002889,1.0
SLC39A14,0,45,138,13176,1.0,"",1.0
RIOX1,0,46,138,13176,1.0,"",1.0
FKBP6,0,31,138,13176,1.0,"",1.0
SRPK2,0,48,138,13176,1.0,"",1.0
ORMDL3,0,32,138,13176,1.0,"",1.0
ISCA1,0,32,138,13176,1.0,"",1.0
MED18,0,46,138,13176,1.0,"",1.0
NTN1,0,32,138,13176,1.0,"",1.0
SHISA6,0,44,138,13176,1.0,"",1.0
UGT2B28,0,44,138,13176,1.0,"",1.0
MECP2,0,47,138,13176,1.0,"",1.0
