target_set,p_value,fdr,overlap_size,target_set_size,overlap_hits
FZD2,0.00006247028312027709,0.009379013014905329,8,136,"Bortezomib_0.0456431545317173_B22_plate_41002949,Panobinostat_3.5_G09_plate_41002885,Bortezomib_0.1369294673204422_K13_plate_41002952,Panobinostat_0.0456431545317173_M23_plate_41002691,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
LY96,0.00006926965020078592,0.010226509357976027,8,138,"Bortezomib_0.0456431545317173_B22_plate_41002949,Cyclosporin A_11.0_J15_plate_41002880,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Atazanavir_33.5_M08_plate_41002892,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
RPS6KA6,0.00007160362006925348,0.010397784697925365,5,44,"Fostamatinib_11.0_J18_plate_41002879,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_33.5_J22_plate_41002957"
TNFAIP3,0.00007289341480532053,0.010414352715250472,8,139,"Bortezomib_0.0456431545317173_B22_plate_41002949,Panobinostat_3.5_G09_plate_41002885,Bortezomib_0.1369294673204422_K13_plate_41002952,Panobinostat_0.0456431545317173_M23_plate_41002691,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
IKBKB,0.00008014841355873315,0.011269121385766004,9,181,"Bortezomib_0.0456431545317173_B22_plate_41002949,Fostamatinib_33.5_J22_plate_41002957,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Fostamatinib_11.0_L09_plate_41002950,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882,Fostamatinib_11.0_J18_plate_41002879"
SNRK,0.00008895227292022869,0.011760287067572922,5,46,"Fostamatinib_11.0_J18_plate_41002879,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_33.5_J22_plate_41002957"
STK32A,0.00008895227292022869,0.011760287067572922,5,46,"Fostamatinib_11.0_J18_plate_41002879,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_33.5_J22_plate_41002957"
AURKC,0.00008804771069372818,0.011760287067572922,7,106,"Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Erlotinib_100.0_G14_plate_41002878"
LTK,0.00008804771069372818,0.011760287067572922,7,106,"Erlotinib_100.0_G14_plate_41002878,Fostamatinib_33.5_J22_plate_41002957,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Fostamatinib_11.0_J18_plate_41002879"
TICAM2,0.0001064876341316097,0.013871580340261746,6,76,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
TSSK1B,0.00010936453803210741,0.01403987069403489,5,48,"Fostamatinib_11.0_J18_plate_41002879,Ceritinib_11.0_G21_plate_41002951,Fostamatinib_11.0_L09_plate_41002950,Ceritinib_11.0_P05_plate_41002880,Fostamatinib_33.5_J22_plate_41002957"
HCK,0.00011455467213050749,0.014291905432845567,6,77,"Fostamatinib_33.5_J22_plate_41002957,Panobinostat_3.5_G09_plate_41002885,Dasatinib_0.1369294673204422_A18_plate_41002699,Panobinostat_0.0456431545317173_M23_plate_41002691,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879"
PSMB8,0.00011455467213050749,0.014291905432845567,6,77,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
ATF4,0.00011862444004699531,0.014594101249115062,8,149,"Bortezomib_0.0456431545317173_B22_plate_41002949,Cyclosporin A_11.0_J15_plate_41002880,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Atazanavir_33.5_M08_plate_41002892,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
SHC1,0.0001230995937390516,0.014784649437446515,6,78,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
NFKBIA,0.0001235114087120165,0.014784649437446515,11,284,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Erlotinib_11.0_G14_plate_41002880,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Bortezomib_1.0_M19_plate_41002882,Erlotinib_100.0_G14_plate_41002878"
EGLN3,0.00013214265051249597,0.015401573661048544,6,79,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
NUPR1,0.00013214265051249597,0.015401573661048544,6,79,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
CYP2D6,0.0001424031395363198,0.01617188474375283,44,2614,"Sildenafil_33.5_P24_plate_41002701,Ibrutinib_100.0_F10_plate_41002878,Temsirolimus_0.1369294673204422_D08_plate_41002895,Panobinostat_3.5_G09_plate_41002885,Lopinavir_33.5_G15_plate_41002893,Bortezomib_0.1369294673204422_K13_plate_41002952,Hydroxyzine_100.0_G19_plate_41002693,Fluvastatin_3.5_C21_plate_41002688,Panobinostat_0.0456431545317173_M23_plate_41002691,Ixazomib_0.4107883870601654_A22_plate_41002703,Ibrutinib_33.5_M15_plate_41002701,Lercanidipine_100.0_L18_plate_41002692,Erlotinib_100.0_I18_plate_41002692,Encorafenib_100.0_I09_plate_41002946,Encorafenib_33.5_P16_plate_41002957,Hydroxyzine_33.5_P14_plate_41002700,Ibrutinib_33.5_D05_plate_41002889,Fluvastatin_11.0_M06_plate_41002904,Bortezomib_1.0_F15_plate_41002958,Encorafenib_33.5_D19_plate_41002890,Vemurafenib_100.0_M15_plate_41002878,Mirabegron_100.0_O22_plate_41002878,Ixazomib_1.0_L09_plate_41002907,Biperiden_3.5_E09_plate_41002899,Cinacalcet_100.0_F15_plate_41002946,Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.4107883870601654_O21_plate_41002945,Encorafenib_100.0_F14_plate_41002877,Olanzapine_100.0_K15_plate_41002693,Erlotinib_33.5_J06_plate_41002889,Bortezomib_1.0_M19_plate_41002882,Erlotinib_100.0_G14_plate_41002878,Ibrutinib_100.0_I07_plate_41002692,Cyclosporin A_11.0_J15_plate_41002880,Encorafenib_11.0_I02_plate_41002950,Bicalutamide_100.0_I11_plate_41002692,Lercanidipine_100.0_I13_plate_41002878,Fluvastatin_100.0_C24_plate_41002896,Granisetron_100.0_I01_plate_41002692,Erlotinib_11.0_G14_plate_41002880,Ixazomib_3.5_M08_plate_41002689,Bortezomib_0.0456431545317173_N01_plate_41002883,Ziprasidone_100.0_C16_plate_41002877"
PSMA1,0.00014170458450681335,0.01617188474375283,6,80,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
DUSP5,0.000152873059031238,0.017141133631629193,9,197,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Panobinostat_3.5_G09_plate_41002885,Bortezomib_0.1369294673204422_K13_plate_41002952,Panobinostat_0.0456431545317173_M23_plate_41002691,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
TOLLIP,0.0001587964358887933,0.01758273536378664,4,28,"Erlotinib_100.0_G14_plate_41002878,Erlotinib_33.5_J06_plate_41002889,Erlotinib_11.0_G14_plate_41002880,Erlotinib_100.0_I18_plate_41002692"
CYP1A1,0.00019418899593407195,0.021236125012148263,26,1242,"Sildenafil_33.5_P24_plate_41002701,Romidepsin_0.0456431545317173_F21_plate_41002902,Panobinostat_3.5_G09_plate_41002885,Bortezomib_0.1369294673204422_K13_plate_41002952,Fluvastatin_3.5_C21_plate_41002688,Panobinostat_0.0456431545317173_M23_plate_41002691,Erlotinib_100.0_I18_plate_41002692,Azoxystrobin_33.5_D09_plate_41002701,Nocodazole_33.5_N18_plate_41002701,Fluvastatin_11.0_M06_plate_41002904,Nocodazole_33.5_E08_plate_41002889,Dasatinib_0.1369294673204422_A18_plate_41002699,Bortezomib_1.0_F15_plate_41002958,Romidepsin_0.1369294673204422_B10_plate_41002894,Indole-3-carbinol_100.0_I11_plate_41002878,Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.4107883870601654_O21_plate_41002945,Erlotinib_33.5_J06_plate_41002889,Bortezomib_1.0_M19_plate_41002882,Erlotinib_100.0_G14_plate_41002878,Romidepsin_3.5_I07_plate_41002886,Fluvastatin_100.0_C24_plate_41002896,Granisetron_100.0_I01_plate_41002692,Erlotinib_11.0_G14_plate_41002880,Bortezomib_0.0456431545317173_N01_plate_41002883"
MAPK8,0.00020170458532169316,0.02152649658770552,7,121,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
TNFRSF9,0.00020170458532169316,0.02152649658770552,7,121,"Triclosan_100.0_F22_plate_41002946,Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
EGFR,0.00021567528885679452,0.022743472722541496,13,409,"Fostamatinib_11.0_J18_plate_41002879,Brigatinib_1.0_M23_plate_41002959,Tamoxifen_100.0_F23_plate_41002896,Brigatinib_11.0_K11_plate_41002950,Fostamatinib_33.5_J22_plate_41002957,Docetaxel_100.0_E02_plate_41002946,Dasatinib_0.1369294673204422_A18_plate_41002699,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Afatinib_3.5_F02_plate_41002688,Erlotinib_100.0_G14_plate_41002878"
CEBPB,0.0002218528935667581,0.023119681543698156,10,254,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Panobinostat_3.5_G09_plate_41002885,Bortezomib_0.1369294673204422_K13_plate_41002952,Panobinostat_0.0456431545317173_M23_plate_41002691,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882,Azoxystrobin_33.5_D09_plate_41002701"
EGF,0.00022973979975145995,0.023663199374400378,8,164,"Panobinostat_3.5_G09_plate_41002885,Bicalutamide_100.0_I11_plate_41002692,Panobinostat_0.0456431545317173_M23_plate_41002691,Erlotinib_11.0_G14_plate_41002880,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Afatinib_3.5_F02_plate_41002688,Erlotinib_100.0_G14_plate_41002878"
CSK,0.00023846465373978081,0.02383274333691385,4,31,"Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957,Fostamatinib_11.0_L09_plate_41002950,Dasatinib_0.1369294673204422_A18_plate_41002699"
MAP3K19,0.0002394574573250545,0.02383274333691385,8,165,"Erlotinib_100.0_G14_plate_41002878,Fostamatinib_33.5_J22_plate_41002957,Dasatinib_0.1369294673204422_A18_plate_41002699,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Fostamatinib_11.0_J18_plate_41002879"
F3,0.00023631047117063603,0.02383274333691385,10,256,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Fluvastatin_11.0_M06_plate_41002904,Bortezomib_0.1369294673204422_K13_plate_41002952,Fluvastatin_3.5_C21_plate_41002688,Bortezomib_0.4107883870601654_O21_plate_41002945,Fluvastatin_100.0_C24_plate_41002896,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
FASLG,0.00024669521773669603,0.024280291541240596,9,210,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Nocodazole_33.5_E08_plate_41002889,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882,Nocodazole_33.5_N18_plate_41002701"
ABCG2,0.0002587133311745117,0.025183326236745324,32,1713,"Brigatinib_1.0_M23_plate_41002959,Artesunate_33.5_O23_plate_41002890,Artesunate_100.0_I15_plate_41002877,Panobinostat_3.5_G09_plate_41002885,Artesunate_100.0_L13_plate_41002946,Moxidectin_100.0_B11_plate_41002877,Panobinostat_0.0456431545317173_M23_plate_41002691,Atazanavir_33.5_M08_plate_41002892,Erlotinib_100.0_I18_plate_41002692,Artesunate_33.5_K21_plate_41002957,Artesunate_11.0_K17_plate_41002950,Selpercatinib_33.5_I22_plate_41002892,Cabazitaxel_100.0_C06_plate_41002692,Dasatinib_0.1369294673204422_A18_plate_41002699,Selpercatinib_33.5_P08_plate_41002701,Vemurafenib_100.0_M15_plate_41002878,Afatinib_3.5_F02_plate_41002688,Fostamatinib_33.5_J22_plate_41002957,Tamoxifen_100.0_F23_plate_41002896,Nintedanib_33.5_K18_plate_41002701,Docetaxel_100.0_E02_plate_41002946,Artesunate_11.0_J02_plate_41002879,Erlotinib_33.5_J06_plate_41002889,Fostamatinib_11.0_J18_plate_41002879,Erlotinib_100.0_G14_plate_41002878,Lusutrombopag_3.5_M19_plate_41002689,Brigatinib_11.0_K11_plate_41002950,Cyclosporin A_11.0_J15_plate_41002880,Risdiplam_20.0_M11_plate_41002947,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Gilteritinib_2.200000047683716_M09_plate_41002951"
STK17A,0.00027077595045454266,0.026071014881808033,6,90,"Fostamatinib_33.5_J22_plate_41002957,Fluvastatin_11.0_M06_plate_41002904,Fluvastatin_3.5_C21_plate_41002688,Fluvastatin_100.0_C24_plate_41002896,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879"
ABL2,0.00028176213428090217,0.02655158495170459,8,169,"Erlotinib_100.0_G14_plate_41002878,Fostamatinib_33.5_J22_plate_41002957,Dasatinib_0.1369294673204422_A18_plate_41002699,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Fostamatinib_11.0_J18_plate_41002879"
SOD2,0.000279044383379753,0.02655158495170459,13,420,"Triclosan_100.0_F22_plate_41002946,Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Cyclosporin A_11.0_J15_plate_41002880,Fluvastatin_11.0_M06_plate_41002904,Bortezomib_0.1369294673204422_K13_plate_41002952,Fluvastatin_3.5_C21_plate_41002688,Bortezomib_0.4107883870601654_O21_plate_41002945,Fluvastatin_100.0_C24_plate_41002896,Atazanavir_33.5_M08_plate_41002892,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
BAK1,0.00030513910813130426,0.028155439789865552,6,92,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
TNFSF10,0.0003035332206499898,0.028155439789865552,11,315,"Bortezomib_0.0456431545317173_B22_plate_41002949,Cyclosporin A_11.0_J15_plate_41002880,Panobinostat_3.5_G09_plate_41002885,Bortezomib_0.1369294673204422_K13_plate_41002952,Docetaxel_100.0_E02_plate_41002946,Panobinostat_0.0456431545317173_M23_plate_41002691,Bortezomib_0.4107883870601654_O21_plate_41002945,Atazanavir_33.5_M08_plate_41002892,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
KMT2A,0.00034283455283565684,0.030988045602227024,6,94,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
NAIP,0.00034283455283565684,0.030988045602227024,6,94,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
PSMB10,0.00036300099618985537,0.03243701518723712,6,95,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
RIPK4,0.00036985081665285045,0.03243701518723712,5,62,"Fostamatinib_11.0_J18_plate_41002879,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_33.5_J22_plate_41002957"
HDAC10,0.00036985081665285045,0.03243701518723712,5,62,"Romidepsin_0.0456431545317173_F21_plate_41002902,Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Romidepsin_3.5_I07_plate_41002886,Romidepsin_0.1369294673204422_B10_plate_41002894"
IRAK1,0.0003847724218513777,0.03341484424274023,8,177,"Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Erlotinib_100.0_I18_plate_41002692,Erlotinib_33.5_J06_plate_41002889,Afatinib_3.5_F02_plate_41002688,Erlotinib_100.0_G14_plate_41002878"
INSR,0.00047030447042064536,0.0404461844561755,7,139,"Brigatinib_1.0_M23_plate_41002959,Brigatinib_11.0_K11_plate_41002950,Fostamatinib_33.5_J22_plate_41002957,Ceritinib_11.0_G21_plate_41002951,Fostamatinib_11.0_L09_plate_41002950,Ceritinib_11.0_P05_plate_41002880,Fostamatinib_11.0_J18_plate_41002879"
JAK3,0.00048063328327525086,0.04093701560819396,8,183,"Erlotinib_100.0_G14_plate_41002878,Fostamatinib_33.5_J22_plate_41002957,Dasatinib_0.1369294673204422_A18_plate_41002699,Erlotinib_11.0_G14_plate_41002880,Fostamatinib_11.0_L09_plate_41002950,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Fostamatinib_11.0_J18_plate_41002879"
CDKN1A,0.0005544477396159246,0.046774267404932,17,699,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Cyclosporin A_11.0_J15_plate_41002880,Temsirolimus_0.1369294673204422_D08_plate_41002895,Romidepsin_0.0456431545317173_F21_plate_41002902,Bortezomib_0.1369294673204422_K13_plate_41002952,Docetaxel_100.0_E02_plate_41002946,Bortezomib_0.4107883870601654_O21_plate_41002945,Erlotinib_11.0_G14_plate_41002880,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Bortezomib_1.0_M19_plate_41002882,Erlotinib_100.0_G14_plate_41002878,Romidepsin_3.5_I07_plate_41002886,Romidepsin_0.1369294673204422_B10_plate_41002894"
TLR2,0.0005598298914604153,0.046782765835437355,6,103,"Bortezomib_0.0456431545317173_B22_plate_41002949,Bortezomib_0.1369294673204422_K13_plate_41002952,Bortezomib_0.4107883870601654_O21_plate_41002945,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Bortezomib_1.0_M19_plate_41002882"
SIK1,0.0005893283383685048,0.048787574030544074,6,104,"Fostamatinib_33.5_J22_plate_41002957,Panobinostat_3.5_G09_plate_41002885,Dasatinib_0.1369294673204422_A18_plate_41002699,Panobinostat_0.0456431545317173_M23_plate_41002691,Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879"
BAX,0.0006221000417436619,0.05055561623637942,13,457,"Tamoxifen_100.0_F23_plate_41002896,Bortezomib_0.0456431545317173_B22_plate_41002949,Panobinostat_3.5_G09_plate_41002885,Bortezomib_0.1369294673204422_K13_plate_41002952,Panobinostat_0.0456431545317173_M23_plate_41002691,Bortezomib_0.4107883870601654_O21_plate_41002945,Erlotinib_11.0_G14_plate_41002880,Bortezomib_1.0_F15_plate_41002958,Bortezomib_0.0456431545317173_N01_plate_41002883,Erlotinib_33.5_J06_plate_41002889,Erlotinib_100.0_I18_plate_41002692,Bortezomib_1.0_M19_plate_41002882,Erlotinib_100.0_G14_plate_41002878"
