OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,BESP,animal hepatotoxicity Ambe et al,animal hepatotoxicity Liu et al,human hepatotoxicity Mulliner et al,preclinical hepatotoxicity Mulliner et al
OASIS1018,DTXSID4023208,Levocarnitine,DTXCID903208,541-15-1,PHIQHXFUZVPYII-ZCFIWIBFSA-N,(3R)-3-Hydroxy-4-(trimethylazaniumyl)butanoate,C[N+](C)(C)C[C@H](O)CC([O-])=O,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1
",dilist_56,,,,,,,4.0,Yes,No,Yes,PHIQHXFUZVPYII,0.0,,,1.0,1.0
OASIS1889,DTXSID7043952,Triclabendazole,DTXCID5023952,68786-66-3,NQPDXQQQCQDHHW-UHFFFAOYSA-N,"5-Chloro-6-(2,3-dichlorophenoxy)-2-(methylsulfanyl)-1H-benzimidazole",CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2,"InChI=1S/C14H9Cl3N2OS/c1-21-14-18-9-5-8(16)12(6-10(9)19-14)20-11-4-2-3-7(15)13(11)17/h2-6H,1H3,(H,18,19)
",,dilirank2_213,,,,,,4.0,No,Yes,Yes,NQPDXQQQCQDHHW,,0.0,,,
OASIS124,DTXSID0032601,Cyproconazole,DTXCID8012601,94361-06-5,UFNOUKDBUJZYDE-UHFFFAOYSA-N,"2-(4-Chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,"InChI=1/C15H18ClN3O/c1-11(12-2-3-12)15(20,8-19-10-17-9-18-19)13-4-6-14(16)7-5-13/h4-7,9-12,20H,2-3,8H2,1H3
",,,,fraunhofer_194,,,toxrefdb_2,1.0,Yes,No,Yes,UFNOUKDBUJZYDE,,1.0,1.0,,1.0
OASIS084,DTXSID2023191,Labetalol,DTXCID603191,36894-69-6,SGUAFYQXFOLMHL-UHFFFAOYSA-N,2-Hydroxy-5-{1-hydroxy-2-[(4-phenylbutan-2-yl)amino]ethyl}benzamide,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,"InChI=1/C19H24N2O3/c1-13(7-8-14-5-3-2-4-6-14)21-12-18(23)15-9-10-17(22)16(11-15)19(20)24/h2-6,9-11,13,18,21-23H,7-8,12H2,1H3,(H2,20,24)
",dilist_210,,,,,tggates_80,,2.0,Yes,No,Yes,SGUAFYQXFOLMHL,,,,1.0,1.0
OASIS1619,DTXSID2020470,Diglycidyl resorcinol ether,DTXCID80470,101-90-6,WPYCRFCQABTEKC-UHFFFAOYSA-N,"2,2'-[1,3-Phenylenebis(oxymethylene)]bis(oxirane)",C(OC1=CC(OCC2CO2)=CC=C1)C1CO1,"InChI=1/C12H14O4/c1-2-9(13-5-11-7-15-11)4-10(3-1)14-6-12-8-16-12/h1-4,11-12H,5-8H2
",,,,,ice_18,,,3.0,No,Yes,Yes,WPYCRFCQABTEKC,,0.0,,,
OASIS668,DTXSID0045171,Molsidomine,DTXCID8025171,25717-80-0,XLFWDASMENKTKL-UHFFFAOYSA-N,"N-(Ethoxycarbonyl)-3-(morpholin-4-yl)-1,2,3-oxadiazol-3-ium-5-aminide",CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1,"InChI=1S/C9H14N4O4/c1-2-16-9(14)10-8-7-13(11-17-8)12-3-5-15-6-4-12/h7H,2-6H2,1H3
",dilist_545,,,,,,,4.0,Yes,No,Yes,XLFWDASMENKTKL,0.0,,,0.0,1.0
OASIS146,DTXSID5020154,Clorophene,DTXCID30154,120-32-1,NCKMMSIFQUPKCK-UHFFFAOYSA-N,2-Benzyl-4-chlorophenol,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,"InChI=1S/C13H11ClO/c14-12-6-7-13(15)11(9-12)8-10-4-2-1-3-5-10/h1-7,9,15H,8H2
",,,,,ice_166,,toxrefdb_52,1.0,Yes,No,No,NCKMMSIFQUPKCK,,0.0,,,1.0
OASIS1261,DTXSID6048385,Duloxetine,DTXCID7028358,116539-59-4,ZEUITGRIYCTCEM-KRWDZBQOSA-N,(3S)-N-Methyl-3-[(naphthalen-1-yl)oxy]-3-(thiophen-2-yl)propan-1-amine,CNCC[C@H](OC1=C2C=CC=CC2=CC=C1)C1=CC=CS1,"InChI=1S/C18H19NOS/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16/h2-10,13,17,19H,11-12H2,1H3/t17-/m0/s1
",dilist_729,,,,,,,4.0,Yes,No,No,ZEUITGRIYCTCEM,0.0,,,1.0,1.0
OASIS364,DTXSID4034869,Prothioconazole,DTXCID2014869,178928-70-6,MNHVNIJQQRJYDH-UHFFFAOYSA-N,"2-[2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-2,4-dihydro-3H-1,2,4-triazole-3-thione",OC(CN1N=CNC1=S)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1,"InChI=1/C14H15Cl2N3OS/c15-11-4-2-1-3-10(11)7-14(20,13(16)5-6-13)8-19-12(21)17-9-18-19/h1-4,9,20H,5-8H2,(H,17,18,21)
",,,,fraunhofer_12,,,,3.0,No,Yes,No,MNHVNIJQQRJYDH,,1.0,,,
OASIS942,DTXSID3041112,Rasagiline,DTXCID1021112,136236-51-6,RUOKEQAAGRXIBM-GFCCVEGCSA-N,"(1R)-N-(Prop-2-yn-1-yl)-2,3-dihydro-1H-inden-1-amine",C#CCN[C@@H]1CCC2=CC=CC=C12,"InChI=1S/C12H13N/c1-2-9-13-12-8-7-10-5-3-4-6-11(10)12/h1,3-6,12-13H,7-9H2/t12-/m1/s1
",dilist_49,,,,,,,4.0,Yes,No,Yes,RUOKEQAAGRXIBM,0.0,,,1.0,1.0
OASIS458,DTXSID3034402,Butachlor,DTXCID1014402,23184-66-9,HKPHPIREJKHECO-UHFFFAOYSA-N,"N-(Butoxymethyl)-2-chloro-N-(2,6-diethylphenyl)acetamide",CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3
",,,,fraunhofer_137,,,,3.0,No,Yes,No,HKPHPIREJKHECO,,1.0,1.0,,1.0
OASIS1437,DTXSID8023634,Tazobactam,DTXCID003634,89786-04-9,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,"(2S,3S,5R)-3-Methyl-4,4,7-trioxo-3-[(1H-1,2,3-triazol-1-yl)methyl]-4lambda~6~-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C[C@]1(CN2C=CN=N2)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,"InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1
",dilist_268,,,,,,,4.0,No,Yes,Yes,LPQZKKCYTLCDGQ,,,,1.0,1.0
OASIS814,DTXSID2023436,Pentostatin,DTXCID403436,53910-25-1,FPVKHBSQESCIEP-JQCXWYLXSA-N,"(8R)-3-(2-Deoxy-beta-D-erythro-pentofuranosyl)-3,4,7,8-tetrahydroimidazo[4,5-d][1,3]diazepin-8-ol",OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1NC=NC[C@H]2O,"InChI=1S/C11H16N4O4/c16-3-8-6(17)1-9(19-8)15-5-14-10-7(18)2-12-4-13-11(10)15/h4-9,16-18H,1-3H2,(H,12,13)/t6-,7+,8+,9+/m0/s1
",dilist_1083,,,,,,,4.0,Yes,No,Yes,FPVKHBSQESCIEP,0.0,,,1.0,1.0
OASIS816,DTXSID2023482,Piperacillin,DTXCID303482,61477-96-1,IVBHGBMCVLDMKU-GXNBUGAJSA-N,"(2S,5R,6R)-6-({(2R)-2-[(4-Ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,"InChI=1S/C23H27N5O7S/c1-4-26-10-11-27(19(32)18(26)31)22(35)25-13(12-8-6-5-7-9-12)16(29)24-14-17(30)28-15(21(33)34)23(2,3)36-20(14)28/h5-9,13-15,20H,4,10-11H2,1-3H3,(H,24,29)(H,25,35)(H,33,34)/t13-,14-,15+,20-/m1/s1
",dilist_538,,,,,,,4.0,Yes,No,Yes,IVBHGBMCVLDMKU,0.0,,,,
OASIS628,DTXSID0023169,Irbesartan,DTXCID903169,138402-11-6,YOSHYTLCDANDAN-UHFFFAOYSA-N,"2-Butyl-3-{[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl}-1,3-diazaspiro[4.4]non-1-en-4-one",CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)
",dilist_472,,,,,,,4.0,No,Yes,Yes,YOSHYTLCDANDAN,1.0,,,1.0,1.0
OASIS350,DTXSID1021374,Bromoform,DTXCID401374,75-25-2,DIKBFYAXUHHXCS-UHFFFAOYSA-N,Tribromomethane,BrC(Br)Br,"InChI=1S/CHBr3/c2-1(3)4/h1H
",,,,fraunhofer_248,ice_25,,,3.0,Yes,No,No,DIKBFYAXUHHXCS,,,,1.0,1.0
OASIS170,DTXSID1020148,Benzotrichloride,DTXCID30148,98-07-7,XEMRAKSQROQPBR-UHFFFAOYSA-N,(Trichloromethyl)benzene,ClC(Cl)(Cl)C1=CC=CC=C1,"InChI=1S/C7H5Cl3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H
",,,,,,,toxrefdb_68,1.0,Yes,No,No,XEMRAKSQROQPBR,,,0.0,,1.0
OASIS547,DTXSID1021902,"1,3-Dibromopropane",DTXCID701902,109-64-8,VEFLKXRACNJHOV-UHFFFAOYSA-N,"1,3-Dibromopropane",BrCCCBr,"InChI=1S/C3H6Br2/c4-2-1-3-5/h1-3H2
",,,,fraunhofer_242,,,,3.0,No,Yes,No,VEFLKXRACNJHOV,,1.0,,,1.0
OASIS397,DTXSID8034611,Flonicamid,DTXCID6014611,158062-67-0,RLQJEEJISHYWON-UHFFFAOYSA-N,N-(Cyanomethyl)-4-(trifluoromethyl)pyridine-3-carboxamide,FC(F)(F)C1=CC=NC=C1C(=O)NCC#N,"InChI=1S/C9H6F3N3O/c10-9(11,12)7-1-3-14-5-6(7)8(16)15-4-2-13/h1,3,5H,4H2,(H,15,16)
",,,,fraunhofer_54,,,,3.0,No,Yes,Yes,RLQJEEJISHYWON,,1.0,,,1.0
OASIS131,DTXSID4027608,Terbutylazine,DTXCID107608,5915-41-3,FZXISNSWEXTPMF-UHFFFAOYSA-N,"N~2~-tert-Butyl-6-chloro-N~4~-ethyl-1,3,5-triazine-2,4-diamine",CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,"InChI=1S/C9H16ClN5/c1-5-11-7-12-6(10)13-8(14-7)15-9(2,3)4/h5H2,1-4H3,(H2,11,12,13,14,15)
",,,,fraunhofer_130,,,toxrefdb_53,1.0,Yes,No,Yes,FZXISNSWEXTPMF,,,1.0,,
OASIS307,DTXSID9020035,Aflatoxin B1,DTXCID10820519,1162-65-8,OQIQSTLJSLGHID-WNWIJWBNSA-N,"(6aR,9aS)-4-Methoxy-2,3,6a,9a-tetrahydrocyclopenta[c]furo[3',2':4,5]furo[2,3-h][1]benzopyran-1,11-dione",[H][C@]12OC=C[C@@]1([H])C1=C(O2)C=C(OC)C2=C1OC(=O)C1=C2CCC1=O,"InChI=1S/C17H12O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8,17H,2-3H2,1H3/t8-,17+/m0/s1
",dilist_778,,drugmatrix_16,,,,,2.0,No,No,Yes,OQIQSTLJSLGHID,,,,1.0,1.0
OASIS064,DTXSID6046133,Lornoxicam,DTXCID4026133,70374-39-9,QOFQTBTZCJVITI-UHFFFAOYSA-N,"6-Chloro-2-methyl-1,1,4-trioxo-N-(pyridin-2-yl)-1,2,3,4-tetrahydro-1lambda~6~-thieno[2,3-e][1,2]thiazine-3-carboxamide",CN1C(C(=O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O,"InChI=1/C13H10ClN3O4S2/c1-17-10(13(19)16-9-4-2-3-5-15-9)11(18)12-7(23(17,20)21)6-8(14)22-12/h2-6,10H,1H3,(H,15,16,19)
",dilist_1114,,,,,tggates_60,,2.0,Yes,No,Yes,QOFQTBTZCJVITI,1.0,,,1.0,1.0
OASIS348,DTXSID5020520,"2,2-Dimethylvinyl chloride",DTXCID90520,513-37-1,KWISWUFGPUHDRY-UHFFFAOYSA-N,1-Chloro-2-methylprop-1-ene,CC(C)=CCl,"InChI=1S/C4H7Cl/c1-4(2)3-5/h3H,1-2H3
",,,,fraunhofer_207,ice_173,,,3.0,Yes,No,No,KWISWUFGPUHDRY,,0.0,,,
OASIS528,DTXSID5024687,4-tert-Butylcatechol,DTXCID804687,98-29-3,XESZUVZBAMCAEJ-UHFFFAOYSA-N,"4-tert-Butylbenzene-1,2-diol",CC(C)(C)C1=CC(O)=C(O)C=C1,"InChI=1S/C10H14O2/c1-10(2,3)7-4-5-8(11)9(12)6-7/h4-6,11-12H,1-3H3
",,,,fraunhofer_217,,,,3.0,No,Yes,Yes,XESZUVZBAMCAEJ,,0.0,,,
OASIS537,DTXSID4020533,"1,4-Dioxane",DTXCID00533,123-91-1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-Dioxane",C1COCCO1,"InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2
",,,,fraunhofer_229,,,,3.0,No,Yes,No,RYHBNJHYFVUHQT,,,,1.0,1.0
OASIS1929,DTXSID90178308,Eslicarbazepine acetate,DTXCID80100799,236395-14-5,QIALRBLEEWJACW-INIZCTEOSA-N,"(10S)-5-Carbamoyl-10,11-dihydro-5H-dibenzo[b,f]azepin-10-yl acetate",CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,"InChI=1S/C17H16N2O3/c1-11(20)22-16-10-12-6-2-4-8-14(12)19(17(18)21)15-9-5-3-7-13(15)16/h2-9,16H,10H2,1H3,(H2,18,21)/t16-/m0/s1
",,dilirank2_63,,,,,,4.0,No,Yes,Yes,QIALRBLEEWJACW,,,,1.0,1.0
OASIS1017,DTXSID4023206,Levamisole,DTXCID103206,14769-73-4,HLFSDGLLUJUHTE-SNVBAGLBSA-N,"(6S)-6-Phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,"InChI=1S/C11H12N2S/c1-2-4-9(5-3-1)10-8-13-6-7-14-11(13)12-10/h1-5,10H,6-8H2/t10-/m1/s1
",dilist_71,,,,,,,4.0,Yes,No,Yes,HLFSDGLLUJUHTE,0.0,,,1.0,
OASIS541,DTXSID3021774,Acenaphthene,DTXCID201774,83-32-9,CWRYPZZKDGJXCA-UHFFFAOYSA-N,"1,2-Dihydroacenaphthylene",C1CC2=C3C1=CC=CC3=CC=C2,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2
",,,,fraunhofer_234,,,,3.0,No,Yes,No,CWRYPZZKDGJXCA,,1.0,,,
OASIS1409,DTXSID8023056,Floxacillin,DTXCID203056,5250-39-5,UIOFUWFRIANQPC-JKIFEVAISA-N,"(2S,5R,6R)-6-{[3-(2-Chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=C(F)C=CC=C1Cl,"InChI=1S/C19H17ClFN3O5S/c1-7-10(12(23-29-7)11-8(20)5-4-6-9(11)21)15(25)22-13-16(26)24-14(18(27)28)19(2,3)30-17(13)24/h4-6,13-14,17H,1-3H3,(H,22,25)(H,27,28)/t13-,14+,17-/m1/s1
",dilist_277,,,,,,,4.0,No,Yes,No,UIOFUWFRIANQPC,1.0,,,1.0,
OASIS648,DTXSID0023747,"2',3'-Dideoxycytidine",DTXCID703747,7481-89-2,WREGKURFCTUGRC-POYBYMJQSA-N,"4-Amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2(1H)-one",NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,"InChI=1S/C9H13N3O3/c10-7-3-4-12(9(14)11-7)8-2-1-6(5-13)15-8/h3-4,6,8,13H,1-2,5H2,(H2,10,11,14)/t6-,8+/m0/s1
",dilist_1079,,,,,,,4.0,Yes,No,Yes,WREGKURFCTUGRC,0.0,,,1.0,1.0
OASIS1264,DTXSID6048547,Ozagrel,DTXCID6028103,82571-53-7,SHZKQBHERIJWAO-AATRIKPKSA-N,(2E)-3-{4-[(1H-Imidazol-1-yl)methyl]phenyl}prop-2-enoic acid,OC(=O)\C=C\C1=CC=C(CN2C=CN=C2)C=C1,"InChI=1S/C13H12N2O2/c16-13(17)6-5-11-1-3-12(4-2-11)9-15-8-7-14-10-15/h1-8,10H,9H2,(H,16,17)/b6-5+
",dilist_1015,,,,,,,4.0,No,No,Yes,SHZKQBHERIJWAO,,,,,1.0
OASIS003,DTXSID5021336,Theophylline,DTXCID001336,58-55-9,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione",CN1C2=C(NC=N2)C(=O)N(C)C1=O,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)
",dilist_680,,,,ice_1,tggates_2,toxrefdb_67,1.0,Yes,No,Yes,ZFXYFBGIUFBOJW,0.0,,,1.0,1.0
OASIS1788,DTXSID3045439,Nifurtimox,DTXCID1025439,23256-30-6,ARFHIAQFJWUCFH-UHFFFAOYSA-N,"3-Methyl-4-{[(5-nitrofuran-2-yl)methylidene]amino}-1lambda~6~-thiomorpholine-1,1-dione",CC1CS(=O)(=O)CCN1N=CC1=CC=C(O1)[N+]([O-])=O,"InChI=1/C10H13N3O5S/c1-8-7-19(16,17)5-4-12(8)11-6-9-2-3-10(18-9)13(14)15/h2-3,6,8H,4-5,7H2,1H3
",,dilirank2_102,,,,,,4.0,No,No,Yes,ARFHIAQFJWUCFH,,,,0.0,
OASIS331,DTXSID8044123,Roflumilast,DTXCID6024123,162401-32-3,MNDBXUUTURYVHR-UHFFFAOYSA-N,"3-(Cyclopropylmethoxy)-N-(3,5-dichloropyridin-4-yl)-4-(difluoromethoxy)benzamide",FC(F)OC1=CC=C(C=C1OCC1CC1)C(=O)NC1=C(Cl)C=NC=C1Cl,"InChI=1S/C17H14Cl2F2N2O3/c18-11-6-22-7-12(19)15(11)23-16(24)10-3-4-13(26-17(20)21)14(5-10)25-8-9-1-2-9/h3-7,9,17H,1-2,8H2,(H,22,23,24)
",,dilirank2_218,drugmatrix_46,,,,,2.0,No,Yes,Yes,MNDBXUUTURYVHR,,,,1.0,1.0
OASIS1247,DTXSID6045618,Miglustat,DTXCID4025618,72599-27-0,UQRORFVVSGFNRO-UTINFBMNSA-N,"(2R,3R,4R,5S)-1-Butyl-2-(hydroxymethyl)piperidine-3,4,5-triol",CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,"InChI=1S/C10H21NO4/c1-2-3-4-11-5-8(13)10(15)9(14)7(11)6-12/h7-10,12-15H,2-6H2,1H3/t7-,8+,9-,10-/m1/s1
",dilist_491,,,,,,,4.0,Yes,No,Yes,UQRORFVVSGFNRO,,,,1.0,1.0
OASIS1181,DTXSID6020804,Melphalan,DTXCID00804,148-82-3,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,4-[Bis(2-chloroethyl)amino]-L-phenylalanine,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,"InChI=1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)/t12-/m0/s1
",dilist_917,,,,,,,4.0,No,Yes,Yes,SGDBTWWWUNNDEQ,1.0,,,1.0,
OASIS164,DTXSID0047298,"3,6-dimethyl-N-(pentan-3-yl)-2-(2,4,6-trimethylphenoxy)pyridin-4-amine",DTXCID8027298,175140-00-8,VIZBSVDBNLAVAW-UHFFFAOYSA-N,"3,6-Dimethyl-N-(pentan-3-yl)-2-(2,4,6-trimethylphenoxy)pyridin-4-amine",CCC(CC)NC1=CC(C)=NC(OC2=C(C)C=C(C)C=C2C)=C1C,"InChI=1S/C21H30N2O/c1-8-18(9-2)23-19-12-16(6)22-21(17(19)7)24-20-14(4)10-13(3)11-15(20)5/h10-12,18H,8-9H2,1-7H3,(H,22,23)
",,,,,,,toxrefdb_131,1.0,No,No,Yes,VIZBSVDBNLAVAW,,1.0,,,
OASIS1439,DTXSID8023638,Teniposide,DTXCID901508577,29767-20-2,NRUKOCRGYNPUPR-QBPJDGROSA-N,"(5S,5aR,8aR,9R)-9-(4-Hydroxy-3,5-dimethoxyphenyl)-8-oxo-5,5a,6,8,8a,9-hexahydro-2H-furo[3',4':6,7]naphtho[2,3-d][1,3]dioxol-5-yl 4,6-O-[(thiophen-2-yl)methylidene]-beta-D-glucopyranoside",[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1,"InChI=1S/C32H32O13S/c1-37-19-6-13(7-20(38-2)25(19)33)23-14-8-17-18(42-12-41-17)9-15(14)28(16-10-39-30(36)24(16)23)44-32-27(35)26(34)29-21(43-32)11-40-31(45-29)22-4-3-5-46-22/h3-9,16,21,23-24,26-29,31-35H,10-12H2,1-2H3/t16-,21+,23+,24-,26+,27+,28+,29+,31+,32-/m0/s1
",dilist_784,,,,,,,4.0,No,No,Yes,NRUKOCRGYNPUPR,0.0,,,1.0,1.0
OASIS104,DTXSID7037264,Puromycin aminonucleoside,DTXCID5017264,58-60-6,RYSMHWILUNYBFW-GRIPGOBMSA-N,"3'-Amino-3'-deoxy-N,N-dimethyladenosine",CN(C)C1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](N)[C@H]1O,"InChI=1S/C12H18N6O3/c1-17(2)10-8-11(15-4-14-10)18(5-16-8)12-9(20)7(13)6(3-19)21-12/h4-7,9,12,19-20H,3,13H2,1-2H3/t6-,7-,9-,12-/m1/s1
",,,,,,tggates_99,,2.0,No,Yes,Yes,RYSMHWILUNYBFW,0.0,,,,
OASIS405,DTXSID5026912,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,DTXCID506912,112-35-6,JLGLQAWTXXGVEM-UHFFFAOYSA-N,2-[2-(2-Methoxyethoxy)ethoxy]ethan-1-ol,COCCOCCOCCO,"InChI=1S/C7H16O4/c1-9-4-5-11-7-6-10-3-2-8/h8H,2-7H2,1H3
",,,,fraunhofer_62,,,,3.0,No,Yes,Yes,JLGLQAWTXXGVEM,,1.0,,,
OASIS430,DTXSID2027593,4-Chlorobenzotrichloride,DTXCID607593,5216-25-1,LVZPKYYPPLUECL-UHFFFAOYSA-N,1-Chloro-4-(trichloromethyl)benzene,ClC1=CC=C(C=C1)C(Cl)(Cl)Cl,"InChI=1S/C7H4Cl4/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H
",,,,fraunhofer_101,,,,3.0,No,Yes,No,LVZPKYYPPLUECL,,,0.0,,
OASIS276,DTXSID8026307,"2,6-Dimethylaniline",DTXCID006307,87-62-7,UFFBMTHBGFGIHF-UHFFFAOYSA-N,"2,6-Dimethylaniline",CC1=CC=CC(C)=C1N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3
",,,,,,,toxrefdb_60,1.0,Yes,No,No,UFFBMTHBGFGIHF,,1.0,1.0,,1.0
OASIS1913,DTXSID901009337,Ticagrelor,DTXCID501436166,274693-27-5,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"(1S,2S,3R,5S)-3-[7-{[(1R,2S)-2-(3,4-Difluorophenyl)cyclopropyl]amino}-5-(propylsulfanyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=N1,"InChI=1S/C23H28F2N6O4S/c1-2-7-36-23-27-21(26-15-9-12(15)11-3-4-13(24)14(25)8-11)18-22(28-23)31(30-29-18)16-10-17(35-6-5-32)20(34)19(16)33/h3-4,8,12,15-17,19-20,32-34H,2,5-7,9-10H2,1H3,(H,26,27,28)/t12-,15+,16+,17-,19-,20+/m0/s1
",,dilirank2_120,,,,,,4.0,No,Yes,Yes,OEKWJQXRCDYSHL,,,,1.0,1.0
OASIS116,DTXSID3021932,Diethanolamine,DTXCID601932,111-42-2,ZBCBWPMODOFKDW-UHFFFAOYSA-N,"2,2'-Azanediyldi(ethan-1-ol)",OCCNCCO,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2
",,,drugmatrix_29,,,,toxrefdb_75,1.0,Yes,No,No,ZBCBWPMODOFKDW,,,,,1.0
OASIS372,DTXSID1023815,Dibromoacetic acid,DTXCID203815,631-64-1,SIEILFNCEFEENQ-UHFFFAOYSA-N,Dibromoacetic acid,OC(=O)C(Br)Br,"InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)
",,,,fraunhofer_21,,,,3.0,No,Yes,Yes,SIEILFNCEFEENQ,,0.0,,,1.0
OASIS1198,DTXSID6022848,Clopidogrel,DTXCID202848,113665-84-2,GKTWGGQPFAXNFI-HNNXBMFYSA-N,"Methyl (2S)-(2-chlorophenyl)(6,7-dihydrothieno[3,2-c]pyridin-5(4H)-yl)acetate",COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=CC=CC=C1Cl,"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1
",dilist_741,,,,,,,4.0,Yes,No,Yes,GKTWGGQPFAXNFI,1.0,,,1.0,1.0
